Machine Module,T3SA3200
Y Axis Scale,LOG
Y Axis Unit,dBm
PreAmp State,OFF
Ref Level,-20.00 dBm
Ref Offset,0.00 dB
Attenuation,0,Manual
X Axis Scale,LINE
Impedance,50
Number of Points,751
Sweep Time(s),0.024000,Auto
Sweep Times Type,Continuous
Sweep Mode,Auto
Sweep Rule,Speed
Start Frequency,150000000
Stop Frequency,250000000
Offset Frequency,0
Average Type,Log Pwr
RBW,1000000.000000,Auto
VBW,1000000.000000,Auto
RBW Filter,Gaussian
Trigger Source,FreeRun
Trigger Level,0.00 dBm
External Trigger Edge,RISE
Video Trigger Edge,RISE
Marker Information
Marker,Trace,Type,X Axis,Amplitude
Peak Table Information
Peak Threshold,-90.00 dBm
Peak Excursion,15.00 dB
Peak,Trace,X Axis,Amplitude
0,1,186.800000 MHz,-45.18 dBm
Trace Math Type,Off
Trace Math Offset, 0
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A,Trace B,Trace C,Trace D
Trace Type,Average,Blank,Blank,Blank
Trace Detector,Pos Peak,Pos Peak,Pos Peak,Pos Peak
Trace Data
150000000.000000,-55.66,,,
150133333.000000,-55.56,,,
150266667.000000,-55.58,,,
150400000.000000,-55.50,,,
150533333.000000,-55.41,,,
150666667.000000,-55.41,,,
150800000.000000,-55.38,,,
150933333.000000,-55.35,,,
151066667.000000,-55.40,,,
151200000.000000,-55.38,,,
151333333.000000,-55.41,,,
151466667.000000,-55.37,,,
151600000.000000,-55.42,,,
151733333.000000,-55.40,,,
151866667.000000,-55.37,,,
152000000.000000,-55.49,,,
152133333.000000,-55.51,,,
152266667.000000,-55.62,,,
152400000.000000,-55.66,,,
152533333.000000,-55.82,,,
152666667.000000,-55.82,,,
152800000.000000,-55.93,,,
152933333.000000,-55.98,,,
153066667.000000,-55.98,,,
153200000.000000,-56.10,,,
153333333.000000,-56.30,,,
153466667.000000,-56.39,,,
153600000.000000,-56.49,,,
153733333.000000,-56.65,,,
153866667.000000,-56.77,,,
154000000.000000,-56.87,,,
154133333.000000,-56.96,,,
154266667.000000,-57.14,,,
154400000.000000,-57.25,,,
154533333.000000,-57.44,,,
154666667.000000,-57.59,,,
154800000.000000,-57.73,,,
154933333.000000,-57.88,,,
155066667.000000,-58.04,,,
155200000.000000,-58.30,,,
155333333.000000,-58.36,,,
155466667.000000,-58.47,,,
155600000.000000,-58.58,,,
155733333.000000,-58.83,,,
155866667.000000,-58.98,,,
156000000.000000,-59.13,,,
156133333.000000,-59.33,,,
156266667.000000,-59.50,,,
156400000.000000,-59.65,,,
156533333.000000,-59.77,,,
156666667.000000,-59.98,,,
156800000.000000,-60.09,,,
156933333.000000,-60.35,,,
157066667.000000,-60.46,,,
157200000.000000,-60.67,,,
157333333.000000,-60.77,,,
157466667.000000,-61.00,,,
157600000.000000,-61.20,,,
157733333.000000,-61.31,,,
157866667.000000,-61.39,,,
158000000.000000,-61.56,,,
158133333.000000,-61.77,,,
158266667.000000,-61.84,,,
158400000.000000,-62.06,,,
158533333.000000,-62.28,,,
158666667.000000,-62.42,,,
158800000.000000,-62.51,,,
158933333.000000,-62.70,,,
159066667.000000,-62.85,,,
159200000.000000,-62.95,,,
159333333.000000,-63.12,,,
159466667.000000,-63.25,,,
159600000.000000,-63.57,,,
159733333.000000,-63.68,,,
159866667.000000,-63.70,,,
160000000.000000,-63.90,,,
160133333.000000,-63.92,,,
160266667.000000,-64.09,,,
160400000.000000,-64.28,,,
160533333.000000,-64.44,,,
160666667.000000,-64.52,,,
160800000.000000,-64.61,,,
160933333.000000,-64.73,,,
161066667.000000,-65.02,,,
161200000.000000,-65.12,,,
161333333.000000,-65.24,,,
161466667.000000,-65.38,,,
161600000.000000,-65.46,,,
161733333.000000,-65.49,,,
161866667.000000,-65.65,,,
162000000.000000,-65.95,,,
162133333.000000,-65.87,,,
162266667.000000,-66.10,,,
162400000.000000,-66.23,,,
162533333.000000,-66.40,,,
162666667.000000,-66.29,,,
162800000.000000,-66.48,,,
162933333.000000,-66.49,,,
163066667.000000,-66.79,,,
163200000.000000,-66.67,,,
163333333.000000,-66.96,,,
163466667.000000,-67.06,,,
163600000.000000,-67.17,,,
163733333.000000,-67.31,,,
163866667.000000,-67.24,,,
164000000.000000,-67.26,,,
164133333.000000,-67.45,,,
164266667.000000,-67.63,,,
164400000.000000,-67.78,,,
164533333.000000,-67.80,,,
164666667.000000,-67.80,,,
164800000.000000,-67.93,,,
164933333.000000,-68.07,,,
165066667.000000,-68.02,,,
165200000.000000,-68.00,,,
165333333.000000,-68.09,,,
165466667.000000,-68.08,,,
165600000.000000,-68.14,,,
165733333.000000,-68.25,,,
165866667.000000,-68.20,,,
166000000.000000,-68.52,,,
166133333.000000,-68.49,,,
166266667.000000,-68.59,,,
166400000.000000,-68.29,,,
166533333.000000,-68.23,,,
166666667.000000,-68.43,,,
166800000.000000,-68.42,,,
166933333.000000,-68.40,,,
167066667.000000,-68.43,,,
167200000.000000,-68.45,,,
167333333.000000,-68.52,,,
167466667.000000,-68.32,,,
167600000.000000,-68.36,,,
167733333.000000,-68.50,,,
167866667.000000,-68.29,,,
168000000.000000,-68.26,,,
168133333.000000,-67.97,,,
168266667.000000,-67.98,,,
168400000.000000,-68.23,,,
168533333.000000,-67.99,,,
168666667.000000,-67.97,,,
168800000.000000,-67.96,,,
168933333.000000,-67.59,,,
169066667.000000,-67.54,,,
169200000.000000,-67.55,,,
169333333.000000,-67.58,,,
169466667.000000,-67.13,,,
169600000.000000,-67.11,,,
169733333.000000,-67.08,,,
169866667.000000,-66.86,,,
170000000.000000,-66.79,,,
170133333.000000,-66.66,,,
170266667.000000,-66.32,,,
170400000.000000,-66.25,,,
170533333.000000,-65.99,,,
170666667.000000,-65.81,,,
170800000.000000,-65.64,,,
170933333.000000,-65.40,,,
171066667.000000,-65.24,,,
171200000.000000,-65.06,,,
171333333.000000,-64.87,,,
171466667.000000,-64.66,,,
171600000.000000,-64.41,,,
171733333.000000,-64.29,,,
171866667.000000,-63.85,,,
172000000.000000,-63.93,,,
172133333.000000,-63.54,,,
172266667.000000,-63.39,,,
172400000.000000,-63.15,,,
172533333.000000,-62.89,,,
172666667.000000,-62.73,,,
172800000.000000,-62.40,,,
172933333.000000,-62.22,,,
173066667.000000,-61.93,,,
173200000.000000,-61.70,,,
173333333.000000,-61.54,,,
173466667.000000,-61.22,,,
173600000.000000,-61.17,,,
173733333.000000,-60.86,,,
173866667.000000,-60.63,,,
174000000.000000,-60.39,,,
174133333.000000,-60.26,,,
174266667.000000,-59.93,,,
174400000.000000,-59.70,,,
174533333.000000,-59.54,,,
174666667.000000,-59.30,,,
174800000.000000,-59.10,,,
174933333.000000,-58.83,,,
175066667.000000,-58.67,,,
175200000.000000,-58.39,,,
175333333.000000,-58.18,,,
175466667.000000,-57.95,,,
175600000.000000,-57.71,,,
175733333.000000,-57.57,,,
175866667.000000,-57.33,,,
176000000.000000,-57.17,,,
176133333.000000,-56.97,,,
176266667.000000,-56.76,,,
176400000.000000,-56.62,,,
176533333.000000,-56.38,,,
176666667.000000,-56.16,,,
176800000.000000,-55.97,,,
176933333.000000,-55.82,,,
177066667.000000,-55.61,,,
177200000.000000,-55.51,,,
177333333.000000,-55.32,,,
177466667.000000,-55.13,,,
177600000.000000,-54.95,,,
177733333.000000,-54.83,,,
177866667.000000,-54.62,,,
178000000.000000,-54.47,,,
178133333.000000,-54.32,,,
178266667.000000,-54.16,,,
178400000.000000,-53.98,,,
178533333.000000,-53.84,,,
178666667.000000,-53.72,,,
178800000.000000,-53.59,,,
178933333.000000,-53.44,,,
179066667.000000,-53.27,,,
179200000.000000,-53.11,,,
179333333.000000,-52.99,,,
179466667.000000,-52.87,,,
179600000.000000,-52.70,,,
179733333.000000,-52.61,,,
179866667.000000,-52.48,,,
180000000.000000,-52.36,,,
180133333.000000,-52.20,,,
180266667.000000,-52.08,,,
180400000.000000,-51.91,,,
180533333.000000,-51.75,,,
180666667.000000,-51.65,,,
180800000.000000,-51.54,,,
180933333.000000,-51.36,,,
181066667.000000,-51.26,,,
181200000.000000,-51.13,,,
181333333.000000,-50.96,,,
181466667.000000,-50.80,,,
181600000.000000,-50.63,,,
181733333.000000,-50.46,,,
181866667.000000,-50.30,,,
182000000.000000,-50.20,,,
182133333.000000,-50.01,,,
182266667.000000,-49.88,,,
182400000.000000,-49.70,,,
182533333.000000,-49.57,,,
182666667.000000,-49.36,,,
182800000.000000,-49.19,,,
182933333.000000,-49.00,,,
183066667.000000,-48.78,,,
183200000.000000,-48.64,,,
183333333.000000,-48.46,,,
183466667.000000,-48.29,,,
183600000.000000,-48.09,,,
183733333.000000,-47.94,,,
183866667.000000,-47.77,,,
184000000.000000,-47.55,,,
184133333.000000,-47.34,,,
184266667.000000,-47.16,,,
184400000.000000,-47.01,,,
184533333.000000,-46.87,,,
184666667.000000,-46.68,,,
184800000.000000,-46.53,,,
184933333.000000,-46.39,,,
185066667.000000,-46.25,,,
185200000.000000,-46.11,,,
185333333.000000,-45.98,,,
185466667.000000,-45.82,,,
185600000.000000,-45.71,,,
185733333.000000,-45.63,,,
185866667.000000,-45.54,,,
186000000.000000,-45.48,,,
186133333.000000,-45.41,,,
186266667.000000,-45.37,,,
186400000.000000,-45.32,,,
186533333.000000,-45.28,,,
186666667.000000,-45.22,,,
186800000.000000,-45.18,,,
186933333.000000,-45.21,,,
187066667.000000,-45.21,,,
187200000.000000,-45.21,,,
187333333.000000,-45.28,,,
187466667.000000,-45.30,,,
187600000.000000,-45.33,,,
187733333.000000,-45.35,,,
187866667.000000,-45.42,,,
188000000.000000,-45.41,,,
188133333.000000,-45.50,,,
188266667.000000,-45.58,,,
188400000.000000,-45.65,,,
188533333.000000,-45.74,,,
188666667.000000,-45.84,,,
188800000.000000,-45.94,,,
188933333.000000,-46.02,,,
189066667.000000,-46.11,,,
189200000.000000,-46.18,,,
189333333.000000,-46.28,,,
189466667.000000,-46.41,,,
189600000.000000,-46.54,,,
189733333.000000,-46.66,,,
189866667.000000,-46.81,,,
190000000.000000,-46.94,,,
190133333.000000,-47.08,,,
190266667.000000,-47.19,,,
190400000.000000,-47.32,,,
190533333.000000,-47.44,,,
190666667.000000,-47.60,,,
190800000.000000,-47.76,,,
190933333.000000,-47.92,,,
191066667.000000,-48.10,,,
191200000.000000,-48.28,,,
191333333.000000,-48.44,,,
191466667.000000,-48.59,,,
191600000.000000,-48.73,,,
191733333.000000,-48.86,,,
191866667.000000,-49.05,,,
192000000.000000,-49.23,,,
192133333.000000,-49.42,,,
192266667.000000,-49.58,,,
192400000.000000,-49.83,,,
192533333.000000,-50.01,,,
192666667.000000,-50.19,,,
192800000.000000,-50.36,,,
192933333.000000,-50.52,,,
193066667.000000,-50.65,,,
193200000.000000,-50.87,,,
193333333.000000,-51.08,,,
193466667.000000,-51.28,,,
193600000.000000,-51.49,,,
193733333.000000,-51.66,,,
193866667.000000,-51.88,,,
194000000.000000,-52.06,,,
194133333.000000,-52.20,,,
194266667.000000,-52.34,,,
194400000.000000,-52.57,,,
194533333.000000,-52.81,,,
194666667.000000,-52.99,,,
194800000.000000,-53.14,,,
194933333.000000,-53.41,,,
195066667.000000,-53.59,,,
195200000.000000,-53.81,,,
195333333.000000,-53.92,,,
195466667.000000,-54.09,,,
195600000.000000,-54.30,,,
195733333.000000,-54.46,,,
195866667.000000,-54.74,,,
196000000.000000,-54.88,,,
196133333.000000,-55.13,,,
196266667.000000,-55.28,,,
196400000.000000,-55.45,,,
196533333.000000,-55.62,,,
196666667.000000,-55.76,,,
196800000.000000,-55.92,,,
196933333.000000,-56.13,,,
197066667.000000,-56.28,,,
197200000.000000,-56.53,,,
197333333.000000,-56.67,,,
197466667.000000,-56.89,,,
197600000.000000,-57.10,,,
197733333.000000,-57.27,,,
197866667.000000,-57.36,,,
198000000.000000,-57.55,,,
198133333.000000,-57.72,,,
198266667.000000,-57.90,,,
198400000.000000,-58.06,,,
198533333.000000,-58.18,,,
198666667.000000,-58.39,,,
198800000.000000,-58.58,,,
