Machine Module,T3SA3200
Y Axis Scale,LOG
Y Axis Unit,dBm
PreAmp State,OFF
Ref Level,-20.00 dBm
Ref Offset,0.00 dB
Attenuation,0,Manual
X Axis Scale,LINE
Impedance,50
Number of Points,751
Sweep Time(s),0.024000,Auto
Sweep Times Type,Continuous
Sweep Mode,Auto
Sweep Rule,Speed
Start Frequency,50000000
Stop Frequency,150000000
Offset Frequency,0
Average Type,Log Pwr
RBW,1000000.000000,Auto
VBW,1000000.000000,Auto
RBW Filter,Gaussian
Trigger Source,FreeRun
Trigger Level,0.00 dBm
External Trigger Edge,RISE
Video Trigger Edge,RISE
Marker Information
Marker,Trace,Type,X Axis,Amplitude
Peak Table Information
Peak Threshold,-90.00 dBm
Peak Excursion,15.00 dB
Peak,Trace,X Axis,Amplitude
0,1,108.400000 MHz,-54.39 dBm
1,1,68.533333 MHz,-61.45 dBm
Trace Math Type,Off
Trace Math Offset, 0
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A,Trace B,Trace C,Trace D
Trace Type,Average,Blank,Blank,Blank
Trace Detector,Pos Peak,Pos Peak,Pos Peak,Pos Peak
Trace Data
50000000.000000,-69.36,,,
50133333.000000,-70.05,,,
50266667.000000,-69.97,,,
50400000.000000,-70.49,,,
50533333.000000,-71.06,,,
50666667.000000,-71.16,,,
50800000.000000,-71.69,,,
50933333.000000,-72.08,,,
51066667.000000,-72.42,,,
51200000.000000,-72.83,,,
51333333.000000,-72.90,,,
51466667.000000,-73.13,,,
51600000.000000,-73.02,,,
51733333.000000,-73.66,,,
51866667.000000,-74.22,,,
52000000.000000,-74.10,,,
52133333.000000,-74.01,,,
52266667.000000,-74.62,,,
52400000.000000,-74.63,,,
52533333.000000,-74.79,,,
52666667.000000,-74.97,,,
52800000.000000,-75.07,,,
52933333.000000,-75.50,,,
53066667.000000,-74.96,,,
53200000.000000,-74.72,,,
53333333.000000,-75.15,,,
53466667.000000,-75.70,,,
53600000.000000,-75.26,,,
53733333.000000,-75.20,,,
53866667.000000,-74.99,,,
54000000.000000,-75.01,,,
54133333.000000,-75.15,,,
54266667.000000,-75.48,,,
54400000.000000,-75.14,,,
54533333.000000,-75.02,,,
54666667.000000,-74.64,,,
54800000.000000,-74.53,,,
54933333.000000,-75.23,,,
55066667.000000,-74.43,,,
55200000.000000,-74.88,,,
55333333.000000,-74.66,,,
55466667.000000,-74.67,,,
55600000.000000,-74.21,,,
55733333.000000,-74.24,,,
55866667.000000,-73.88,,,
56000000.000000,-74.22,,,
56133333.000000,-73.97,,,
56266667.000000,-73.88,,,
56400000.000000,-73.89,,,
56533333.000000,-74.25,,,
56666667.000000,-73.76,,,
56800000.000000,-73.45,,,
56933333.000000,-73.51,,,
57066667.000000,-73.41,,,
57200000.000000,-73.34,,,
57333333.000000,-73.52,,,
57466667.000000,-73.48,,,
57600000.000000,-72.74,,,
57733333.000000,-73.02,,,
57866667.000000,-72.66,,,
58000000.000000,-72.70,,,
58133333.000000,-72.70,,,
58266667.000000,-72.56,,,
58400000.000000,-72.65,,,
58533333.000000,-72.63,,,
58666667.000000,-72.56,,,
58800000.000000,-72.22,,,
58933333.000000,-72.29,,,
59066667.000000,-72.06,,,
59200000.000000,-71.64,,,
59333333.000000,-71.68,,,
59466667.000000,-72.01,,,
59600000.000000,-71.94,,,
59733333.000000,-71.41,,,
59866667.000000,-71.63,,,
60000000.000000,-71.65,,,
60133333.000000,-70.92,,,
60266667.000000,-71.02,,,
60400000.000000,-71.21,,,
60533333.000000,-70.73,,,
60666667.000000,-70.94,,,
60800000.000000,-71.10,,,
60933333.000000,-70.63,,,
61066667.000000,-70.65,,,
61200000.000000,-70.34,,,
61333333.000000,-70.35,,,
61466667.000000,-70.30,,,
61600000.000000,-70.26,,,
61733333.000000,-69.93,,,
61866667.000000,-69.66,,,
62000000.000000,-69.76,,,
62133333.000000,-69.65,,,
62266667.000000,-69.46,,,
62400000.000000,-69.59,,,
62533333.000000,-69.52,,,
62666667.000000,-69.20,,,
62800000.000000,-69.12,,,
62933333.000000,-69.07,,,
63066667.000000,-68.94,,,
63200000.000000,-68.74,,,
63333333.000000,-68.65,,,
63466667.000000,-68.49,,,
63600000.000000,-68.54,,,
63733333.000000,-68.43,,,
63866667.000000,-68.16,,,
64000000.000000,-68.03,,,
64133333.000000,-68.12,,,
64266667.000000,-67.81,,,
64400000.000000,-67.70,,,
64533333.000000,-67.62,,,
64666667.000000,-67.33,,,
64800000.000000,-67.04,,,
64933333.000000,-67.21,,,
65066667.000000,-67.05,,,
65200000.000000,-66.96,,,
65333333.000000,-66.74,,,
65466667.000000,-66.46,,,
65600000.000000,-66.39,,,
65733333.000000,-66.12,,,
65866667.000000,-66.01,,,
66000000.000000,-65.81,,,
66133333.000000,-65.70,,,
66266667.000000,-65.46,,,
66400000.000000,-65.29,,,
66533333.000000,-65.16,,,
66666667.000000,-64.71,,,
66800000.000000,-64.59,,,
66933333.000000,-64.48,,,
67066667.000000,-64.14,,,
67200000.000000,-63.90,,,
67333333.000000,-63.51,,,
67466667.000000,-63.38,,,
67600000.000000,-62.97,,,
67733333.000000,-62.88,,,
67866667.000000,-62.49,,,
68000000.000000,-62.19,,,
68133333.000000,-61.92,,,
68266667.000000,-61.68,,,
68400000.000000,-61.55,,,
68533333.000000,-61.46,,,
68666667.000000,-61.59,,,
68800000.000000,-61.62,,,
68933333.000000,-61.94,,,
69066667.000000,-62.25,,,
69200000.000000,-62.82,,,
69333333.000000,-63.49,,,
69466667.000000,-64.38,,,
69600000.000000,-65.35,,,
69733333.000000,-66.74,,,
69866667.000000,-67.62,,,
70000000.000000,-68.79,,,
70133333.000000,-70.62,,,
70266667.000000,-71.83,,,
70400000.000000,-73.21,,,
70533333.000000,-74.52,,,
70666667.000000,-76.56,,,
70800000.000000,-78.12,,,
70933333.000000,-81.19,,,
71066667.000000,-82.35,,,
71200000.000000,-84.52,,,
71333333.000000,-85.70,,,
71466667.000000,-86.91,,,
71600000.000000,-86.46,,,
71733333.000000,-87.27,,,
71866667.000000,-85.55,,,
72000000.000000,-84.89,,,
72133333.000000,-82.51,,,
72266667.000000,-81.44,,,
72400000.000000,-81.34,,,
72533333.000000,-80.19,,,
72666667.000000,-79.13,,,
72800000.000000,-78.64,,,
72933333.000000,-77.27,,,
73066667.000000,-78.51,,,
73200000.000000,-77.31,,,
73333333.000000,-77.26,,,
73466667.000000,-77.13,,,
73600000.000000,-76.12,,,
73733333.000000,-75.50,,,
73866667.000000,-75.79,,,
74000000.000000,-75.24,,,
74133333.000000,-75.84,,,
74266667.000000,-75.30,,,
74400000.000000,-74.67,,,
74533333.000000,-74.54,,,
74666667.000000,-74.32,,,
74800000.000000,-73.84,,,
74933333.000000,-73.86,,,
75066667.000000,-74.31,,,
75200000.000000,-73.62,,,
75333333.000000,-73.82,,,
75466667.000000,-73.43,,,
75600000.000000,-73.17,,,
75733333.000000,-73.48,,,
75866667.000000,-73.68,,,
76000000.000000,-73.05,,,
76133333.000000,-73.09,,,
76266667.000000,-73.24,,,
76400000.000000,-72.80,,,
76533333.000000,-73.06,,,
76666667.000000,-72.90,,,
76800000.000000,-73.00,,,
76933333.000000,-72.82,,,
77066667.000000,-73.02,,,
77200000.000000,-72.67,,,
77333333.000000,-72.65,,,
77466667.000000,-72.43,,,
77600000.000000,-73.02,,,
77733333.000000,-73.11,,,
77866667.000000,-72.93,,,
78000000.000000,-72.96,,,
78133333.000000,-72.99,,,
78266667.000000,-72.92,,,
78400000.000000,-72.66,,,
78533333.000000,-72.92,,,
78666667.000000,-72.50,,,
78800000.000000,-72.60,,,
78933333.000000,-72.87,,,
79066667.000000,-72.82,,,
79200000.000000,-72.89,,,
79333333.000000,-72.66,,,
79466667.000000,-73.10,,,
79600000.000000,-72.66,,,
79733333.000000,-72.78,,,
79866667.000000,-72.78,,,
80000000.000000,-73.19,,,
80133333.000000,-73.20,,,
80266667.000000,-73.22,,,
80400000.000000,-73.09,,,
80533333.000000,-73.45,,,
80666667.000000,-72.91,,,
80800000.000000,-73.48,,,
80933333.000000,-73.38,,,
81066667.000000,-73.38,,,
81200000.000000,-73.56,,,
81333333.000000,-73.65,,,
81466667.000000,-73.14,,,
81600000.000000,-73.70,,,
81733333.000000,-73.69,,,
81866667.000000,-73.45,,,
82000000.000000,-73.50,,,
82133333.000000,-73.42,,,
82266667.000000,-73.37,,,
82400000.000000,-73.43,,,
82533333.000000,-73.64,,,
82666667.000000,-73.68,,,
82800000.000000,-73.61,,,
82933333.000000,-73.31,,,
83066667.000000,-73.59,,,
83200000.000000,-73.81,,,
83333333.000000,-73.66,,,
83466667.000000,-73.78,,,
83600000.000000,-73.50,,,
83733333.000000,-73.73,,,
83866667.000000,-73.20,,,
84000000.000000,-73.69,,,
84133333.000000,-73.26,,,
84266667.000000,-73.01,,,
84400000.000000,-73.19,,,
84533333.000000,-73.18,,,
84666667.000000,-73.04,,,
84800000.000000,-73.13,,,
84933333.000000,-73.10,,,
85066667.000000,-73.01,,,
85200000.000000,-72.66,,,
85333333.000000,-72.64,,,
85466667.000000,-72.74,,,
85600000.000000,-72.35,,,
85733333.000000,-72.32,,,
85866667.000000,-72.45,,,
86000000.000000,-71.92,,,
86133333.000000,-72.13,,,
86266667.000000,-72.24,,,
86400000.000000,-72.00,,,
86533333.000000,-71.57,,,
86666667.000000,-71.48,,,
86800000.000000,-71.50,,,
86933333.000000,-71.38,,,
87066667.000000,-71.51,,,
87200000.000000,-71.32,,,
87333333.000000,-70.66,,,
87466667.000000,-70.87,,,
87600000.000000,-70.67,,,
87733333.000000,-71.08,,,
87866667.000000,-70.60,,,
88000000.000000,-70.49,,,
88133333.000000,-70.37,,,
88266667.000000,-70.35,,,
88400000.000000,-69.92,,,
88533333.000000,-70.02,,,
88666667.000000,-69.82,,,
88800000.000000,-69.84,,,
88933333.000000,-69.77,,,
89066667.000000,-69.63,,,
89200000.000000,-69.21,,,
89333333.000000,-69.01,,,
89466667.000000,-69.28,,,
89600000.000000,-68.99,,,
89733333.000000,-68.94,,,
89866667.000000,-68.86,,,
90000000.000000,-68.83,,,
90133333.000000,-68.77,,,
90266667.000000,-68.50,,,
90400000.000000,-68.37,,,
90533333.000000,-68.24,,,
90666667.000000,-68.35,,,
90800000.000000,-67.91,,,
90933333.000000,-67.92,,,
91066667.000000,-67.69,,,
91200000.000000,-67.71,,,
91333333.000000,-67.57,,,
91466667.000000,-67.50,,,
91600000.000000,-67.41,,,
91733333.000000,-67.29,,,
91866667.000000,-67.11,,,
92000000.000000,-67.01,,,
92133333.000000,-66.85,,,
92266667.000000,-66.75,,,
92400000.000000,-66.77,,,
92533333.000000,-66.57,,,
92666667.000000,-66.57,,,
92800000.000000,-66.33,,,
92933333.000000,-66.23,,,
93066667.000000,-66.09,,,
93200000.000000,-65.89,,,
93333333.000000,-65.91,,,
93466667.000000,-65.66,,,
93600000.000000,-65.78,,,
93733333.000000,-65.63,,,
93866667.000000,-65.31,,,
94000000.000000,-65.23,,,
94133333.000000,-65.05,,,
94266667.000000,-64.96,,,
94400000.000000,-64.73,,,
94533333.000000,-64.68,,,
94666667.000000,-64.50,,,
94800000.000000,-64.26,,,
94933333.000000,-64.28,,,
95066667.000000,-64.06,,,
95200000.000000,-63.84,,,
95333333.000000,-63.54,,,
95466667.000000,-63.58,,,
95600000.000000,-63.30,,,
95733333.000000,-63.10,,,
95866667.000000,-62.90,,,
96000000.000000,-62.84,,,
96133333.000000,-62.48,,,
96266667.000000,-62.28,,,
96400000.000000,-62.02,,,
96533333.000000,-61.93,,,
96666667.000000,-61.65,,,
96800000.000000,-61.46,,,
96933333.000000,-61.32,,,
97066667.000000,-61.08,,,
97200000.000000,-60.89,,,
97333333.000000,-60.81,,,
97466667.000000,-60.52,,,
97600000.000000,-60.52,,,
97733333.000000,-60.25,,,
97866667.000000,-60.18,,,
98000000.000000,-59.94,,,
98133333.000000,-59.80,,,
98266667.000000,-59.72,,,
98400000.000000,-59.56,,,
98533333.000000,-59.46,,,
98666667.000000,-59.39,,,
