,liquid_type,pc1,pc2,pc3
0,Air,64.20379635649944,4.9627517978103555,1.4744691506523415
1,Ethanol,-0.6505935263343556,-26.528416561039304,0.22076051404748104
2,Glycerol,7.997779645395916,-19.88042286743944,-16.638413147103968
3,HCl,-35.707117747347084,13.119503232363341,-5.0614049486914725
4,NaCl,-39.25148543450676,15.384792760164624,-1.4689675817884043
5,NaOH,-39.811136907175715,15.210808520810039,-0.6384655958858262
6,Water,-29.52004339661859,-16.292510372040468,17.93155265395239
7,nothing,72.73880101008714,14.023493489370942,4.180468954817458
