Trace Data,
262880000,-64.13
263266667,-64.37
263653333,-64.44
264040000,-64.59
264426667,-64.77
264813333,-64.89
265200000,-65.14
265586667,-65.26
265973333,-65.45
266360000,-65.65
266746667,-65.85
267133333,-66
267520000,-66.3
267906667,-66.49
268293333,-66.59
268680000,-66.96
269066667,-67.09
269453333,-67.21
269840000,-67.4
270226667,-67.58
270613333,-67.59
271000000,-67.72
271386667,-67.97
271773333,-67.74
272160000,-67.91
272546667,-67.79
272933333,-68.04
273320000,-67.89
273706667,-68
274093333,-67.96
274480000,-67.96
274866667,-68.02
275253333,-67.75
275640000,-67.71
276026667,-67.52
276413333,-67.54
276800000,-67.4
277186667,-67.32
277573333,-67.19
277960000,-66.95
278346667,-66.89
278733333,-66.62
279120000,-66.44
279506667,-66.21
279893333,-66.25
280280000,-65.78
280666667,-65.68
281053333,-65.49
281440000,-65.4
281826667,-65
282213333,-64.92
282600000,-64.5
282986667,-64.28
283373333,-64.27
283760000,-63.95
284146667,-63.74
284533333,-63.65
284920000,-63.3
285306667,-63.1
285693333,-62.95
286080000,-62.72
286466667,-62.5
286853333,-62.14
287240000,-61.93
287626667,-61.67
288013333,-61.45
288400000,-61.14
288786667,-60.84
289173333,-60.53
289560000,-60.27
289946667,-60.06
290333333,-59.75
290720000,-59.42
291106667,-59.14
291493333,-58.84
291880000,-58.44
292266667,-58.18
292653333,-57.88
293040000,-57.48
293426667,-57.22
293813333,-56.85
294200000,-56.48
294586667,-56.18
294973333,-55.88
295360000,-55.54
295746667,-55.22
296133333,-54.96
296520000,-54.64
296906667,-54.37
297293333,-54.13
297680000,-53.82
298066667,-53.6
298453333,-53.37
298840000,-53.18
299226667,-52.91
299613333,-52.75
300000000,-52.56
