Trace Data,
184773333,-53.38
185160000,-52.98
185546667,-52.56
185933333,-52.14
186320000,-51.65
186706667,-51.13
187093333,-50.64
187480000,-50.11
187866667,-49.51
188253333,-49.08
188640000,-48.65
189026667,-48.21
189413333,-47.87
189800000,-47.65
190186667,-47.41
190573333,-47.33
190960000,-47.34
191346667,-47.4
191733333,-47.52
192120000,-47.8
192506667,-48.11
192893333,-48.49
193280000,-48.92
193666667,-49.48
194053333,-49.99
194440000,-50.57
194826667,-51.17
195213333,-51.77
195600000,-52.34
195986667,-53.04
196373333,-53.73
196760000,-54.29
197146667,-54.91
197533333,-55.57
197920000,-56.17
198306667,-56.74
198693333,-57.37
199080000,-57.95
199466667,-58.36
199853333,-58.96
200240000,-59.29
200626667,-59.79
201013333,-60.13
201400000,-60.42
201786667,-60.61
202173333,-60.72
202560000,-60.77
202946667,-60.73
203333333,-60.62
203720000,-60.43
204106667,-60.18
204493333,-59.9
204880000,-59.61
205266667,-59.28
205653333,-58.9
206040000,-58.52
206426667,-58.19
206813333,-57.76
207200000,-57.36
207586667,-57.09
207973333,-56.76
208360000,-56.38
208746667,-56.14
209133333,-55.92
209520000,-55.72
209906667,-55.62
210293333,-55.45
210680000,-55.46
211066667,-55.47
211453333,-55.49
211840000,-55.51
212226667,-55.69
212613333,-55.91
213000000,-56.07
213386667,-56.32
213773333,-56.67
214160000,-56.92
214546667,-57.18
214933333,-57.54
215320000,-57.78
215706667,-58.08
216093333,-58.44
216480000,-58.71
216866667,-58.87
217253333,-59.23
217640000,-59.44
218026667,-59.7
218413333,-59.81
218800000,-60.06
219186667,-60.18
219573333,-60.39
219960000,-60.53
220346667,-60.64
220733333,-60.69
221120000,-60.88
221506667,-61
221893333,-60.94
222280000,-61.11
222666667,-61.15
223053333,-61.26
223440000,-61.31
223826667,-61.44
224213333,-61.37
224600000,-61.42
224986667,-61.43
225373333,-61.51
225760000,-61.62
226146667,-61.65
226533333,-61.52
226920000,-61.46
227306667,-61.61
227693333,-61.6
228080000,-61.53
228466667,-61.49
228853333,-61.37
229240000,-61.34
229626667,-61.29
230013333,-61.26
230400000,-61.14
230786667,-61
231173333,-60.99
231560000,-60.87
231946667,-60.7
232333333,-60.56
232720000,-60.42
233106667,-60.33
233493333,-60.21
233880000,-60.13
234266667,-59.85
234653333,-59.83
235040000,-59.66
235426667,-59.52
235813333,-59.43
236200000,-59.29
236586667,-59.17
236973333,-59.02
237360000,-59.01
237746667,-58.88
238133333,-58.69
238520000,-58.74
238906667,-58.69
239293333,-58.62
239680000,-58.63
240066667,-58.64
240453333,-58.55
240840000,-58.62
241226667,-58.74
241613333,-58.78
242000000,-58.87
242386667,-59.02
242773333,-59.1
243160000,-59.19
243546667,-59.37
243933333,-59.59
244320000,-59.74
244706667,-59.95
245093333,-60.21
245480000,-60.34
245866667,-60.59
246253333,-60.84
246640000,-61.01
247026667,-61.19
247413333,-61.36
247800000,-61.61
248186667,-61.81
248573333,-62.04
248960000,-62.14
249346667,-62.29
249733333,-62.43
250120000,-62.59
250506667,-62.64
250893333,-62.78
251280000,-62.81
251666667,-62.78
252053333,-62.89
252440000,-62.98
252826667,-62.96
253213333,-62.97
253600000,-63.08
253986667,-63.04
254373333,-62.89
254760000,-63.03
255146667,-63.03
255533333,-63.02
255920000,-62.87
256306667,-63.07
256693333,-62.9
257080000,-62.99
257466667,-62.97
257853333,-62.92
258240000,-62.97
258626667,-62.96
259013333,-62.99
259400000,-63.01
259786667,-63.06
260173333,-63.08
260560000,-63.15
260946667,-63.19
261333333,-63.23
261720000,-63.27
262106667,-63.43
262493333,-63.6
262880000,-63.58
263266667,-63.72
263653333,-63.9
264040000,-64.01
264426667,-64.14
264813333,-64.36
265200000,-64.51
265586667,-64.76
265973333,-64.96
266360000,-65.34
266746667,-65.44
267133333,-65.65
267520000,-66.15
267906667,-66.46
268293333,-66.66
268680000,-67.03
269066667,-67.51
269453333,-67.84
269840000,-68.3
270226667,-68.55
270613333,-68.79
271000000,-69.23
271386667,-69.71
271773333,-70.08
272160000,-70.55
272546667,-70.77
272933333,-70.81
273320000,-71.05
273706667,-71.27
274093333,-71.49
274480000,-71.68
274866667,-71.79
275253333,-71.47
275640000,-71.58
276026667,-71.44
276413333,-71.77
276800000,-71.91
277186667,-71.75
277573333,-71.8
277960000,-71.52
278346667,-71.51
278733333,-71.1
279120000,-71.29
279506667,-71.14
279893333,-70.93
280280000,-70.7
280666667,-70.82
281053333,-70.75
281440000,-70.29
281826667,-70.15
282213333,-70.02
282600000,-69.7
282986667,-70.01
283373333,-69.48
283760000,-69.36
284146667,-69.44
284533333,-69.03
284920000,-68.85
285306667,-68.77
285693333,-68.74
286080000,-68.35
286466667,-68.39
286853333,-68.08
287240000,-67.84
287626667,-67.47
288013333,-67.23
288400000,-67.19
288786667,-66.69
289173333,-66.49
289560000,-66.12
289946667,-66.01
290333333,-65.81
290720000,-65.54
291106667,-65.19
291493333,-64.65
291880000,-64.39
292266667,-63.9
292653333,-63.74
293040000,-63.39
293426667,-63.05
293813333,-62.57
294200000,-62.26
294586667,-61.74
294973333,-61.45
295360000,-61.11
295746667,-60.7
296133333,-60.29
296520000,-59.87
296906667,-59.48
297293333,-59.19
297680000,-58.77
298066667,-58.4
298453333,-57.97
298840000,-57.64
299226667,-57.21
299613333,-56.78
300000000,-56.39
