Trace Data,
10000000,-85.91
10386667,-85.42
10773333,-85.22
11160000,-85.07
11546667,-85.3
11933333,-85.01
12320000,-84.85
12706667,-84.92
13093333,-84.75
13480000,-84.01
13866667,-84.84
14253333,-83.78
14640000,-84.3
15026667,-83.83
15413333,-84.72
15800000,-83.92
16186667,-84.16
16573333,-84.33
16960000,-84.46
17346667,-84.7
17733333,-84.55
18120000,-84.03
18506667,-85.14
18893333,-85.18
19280000,-85.36
19666667,-83.87
20053333,-84.71
20440000,-85.25
20826667,-85.05
21213333,-85.49
21600000,-85.01
21986667,-85.26
22373333,-85.55
22760000,-85.44
23146667,-84.69
23533333,-84.25
23920000,-84.37
24306667,-82.26
24693333,-82.65
25080000,-79.31
25466667,-74.15
25853333,-70.93
26240000,-74.29
26626667,-78.5
27013333,-82.03
27400000,-83.53
27786667,-85.19
28173333,-85.9
28560000,-84.9
28946667,-85.56
29333333,-85.53
29720000,-85.26
30106667,-86.4
30493333,-84.98
30880000,-85.03
31266667,-84.86
31653333,-84.79
32040000,-84.04
32426667,-83.8
32813333,-83.4
33200000,-82.71
33586667,-81.65
33973333,-83.96
34360000,-81.98
34746667,-81.58
35133333,-81.13
35520000,-80.99
35906667,-80.92
36293333,-80.43
36680000,-79.85
37066667,-80.29
37453333,-80.04
37840000,-79.44
38226667,-78.96
38613333,-78.88
39000000,-78.55
39386667,-77.94
39773333,-77.63
40160000,-77.04
40546667,-76.6
40933333,-75.43
41320000,-74.34
41706667,-73.51
42093333,-72.59
42480000,-71.05
42866667,-69.87
43253333,-68.5
43640000,-66.91
44026667,-65.31
44413333,-63.65
44800000,-61.71
45186667,-59.54
45573333,-56.98
45960000,-54.28
46346667,-53.26
46733333,-53.83
47120000,-56.45
47506667,-59.22
47893333,-61.43
48280000,-63.64
48666667,-65.41
49053333,-67.02
49440000,-68.49
49826667,-69.9
50213333,-71.03
50600000,-72.09
50986667,-73.07
51373333,-73.95
51760000,-74.32
52146667,-75.34
52533333,-75.4
52920000,-76.41
53306667,-75.6
53693333,-75.83
54080000,-76.3
54466667,-75.87
54853333,-75.43
55240000,-75.62
55626667,-75.14
56013333,-74.49
56400000,-74.6
56786667,-74.1
57173333,-73.84
57560000,-74.09
57946667,-73.36
58333333,-73.19
58720000,-72.71
59106667,-72.4
59493333,-72.45
59880000,-72.01
60266667,-71.59
60653333,-71.45
61040000,-71.13
61426667,-71.14
61813333,-70.62
62200000,-70.3
62586667,-70.12
62973333,-69.48
63360000,-69.16
63746667,-68.87
64133333,-68.51
64520000,-68.04
64906667,-67.77
65293333,-67.27
65680000,-66.86
66066667,-66.35
66453333,-65.72
66840000,-65.04
67226667,-64.38
67613333,-63.53
68000000,-62.8
68386667,-62.22
68773333,-62.3
69160000,-63.06
69546667,-65.48
69933333,-68.84
70320000,-72.75
70706667,-77.65
71093333,-83.42
71480000,-85.06
71866667,-82.2
72253333,-79.74
72640000,-77.55
73026667,-76.74
73413333,-75.6
73800000,-74.66
74186667,-74.27
74573333,-73.76
74960000,-73.47
75346667,-72.82
75733333,-72.55
76120000,-72.48
76506667,-72.64
76893333,-72.19
77280000,-72.18
77666667,-72.37
78053333,-71.97
78440000,-72.16
78826667,-72.14
79213333,-72.24
79600000,-72.5
79986667,-72.55
80373333,-72.66
80760000,-72.3
81146667,-72.74
81533333,-72.56
81920000,-72.57
82306667,-72.68
82693333,-72.92
83080000,-73.02
83466667,-72.7
83853333,-72.61
84240000,-72.44
84626667,-72.35
85013333,-72.08
85400000,-71.75
85786667,-71.73
86173333,-71.62
86560000,-71.24
86946667,-70.93
87333333,-70.61
87720000,-70.56
88106667,-70.21
88493333,-69.55
88880000,-69.52
89266667,-69.26
89653333,-68.74
90040000,-68.56
90426667,-68.15
90813333,-67.89
91200000,-67.62
91586667,-67.16
91973333,-67.05
92360000,-66.68
92746667,-66.4
93133333,-65.99
93520000,-65.76
93906667,-65.56
94293333,-65.07
94680000,-64.61
95066667,-64.23
95453333,-63.66
95840000,-63
96226667,-62.47
96613333,-61.83
97000000,-61.17
97386667,-60.59
97773333,-60.03
98160000,-59.58
98546667,-59.14
98933333,-58.76
99320000,-58.44
99706667,-58.1
100093333,-57.91
100480000,-57.83
100866667,-57.75
101253333,-57.78
101640000,-57.65
102026667,-57.63
102413333,-57.64
102800000,-57.53
103186667,-57.49
103573333,-57.36
103960000,-57.19
104346667,-57.04
104733333,-56.89
105120000,-56.71
105506667,-56.57
105893333,-56.23
106280000,-56.03
106666667,-55.66
107053333,-55.39
107440000,-55.13
107826667,-54.84
108213333,-54.7
108600000,-54.72
108986667,-54.94
109373333,-55.24
109760000,-56.02
110146667,-57
110533333,-58.08
110920000,-59.34
111306667,-60.6
111693333,-61.98
112080000,-63.35
112466667,-64.68
112853333,-65.97
113240000,-67.15
113626667,-68.39
114013333,-69.38
114400000,-70.23
114786667,-71.35
115173333,-71.84
115560000,-72.16
115946667,-72.65
116333333,-72.86
116720000,-72.85
117106667,-72.97
117493333,-73
117880000,-73
118266667,-72.83
118653333,-72.53
119040000,-72.79
119426667,-72.46
119813333,-72.49
120200000,-72.45
120586667,-72.64
120973333,-72.56
121360000,-72.38
121746667,-72.38
122133333,-72.54
122520000,-72.14
122906667,-71.88
123293333,-71.87
123680000,-72.02
124066667,-71.57
124453333,-71.71
124840000,-71.69
125226667,-71.68
125613333,-71.36
126000000,-71.32
126386667,-71.42
126773333,-71.09
127160000,-70.74
127546667,-70.83
127933333,-70.81
128320000,-70.61
128706667,-70.77
129093333,-70.42
129480000,-70.18
129866667,-69.86
130253333,-69.86
130640000,-69.56
131026667,-69.2
131413333,-69.01
131800000,-68.86
132186667,-68.92
132573333,-68.53
132960000,-68.1
133346667,-67.82
133733333,-67.58
134120000,-67.17
134506667,-66.78
134893333,-66.39
135280000,-66.1
135666667,-65.66
136053333,-65.16
136440000,-64.71
136826667,-64.22
137213333,-63.71
137600000,-63.31
137986667,-62.7
138373333,-62.21
138760000,-61.98
139146667,-61.8
139533333,-61.74
139920000,-61.79
140306667,-61.95
140693333,-62.19
141080000,-62.37
141466667,-62.67
141853333,-62.86
142240000,-63.16
142626667,-63.31
143013333,-63.51
143400000,-63.53
143786667,-63.66
144173333,-63.67
144560000,-63.54
144946667,-63.39
145333333,-63.08
145720000,-62.78
146106667,-62.5
146493333,-62.19
146880000,-61.73
147266667,-61.29
147653333,-60.86
148040000,-60.39
148426667,-60.01
148813333,-59.5
149200000,-59.19
149586667,-58.82
149973333,-58.49
150360000,-58.24
150746667,-58.01
151133333,-57.84
151520000,-57.74
151906667,-57.76
152293333,-57.76
152680000,-57.92
153066667,-58.05
153453333,-58.23
153840000,-58.51
154226667,-58.84
154613333,-59.21
155000000,-59.65
155386667,-60.02
155773333,-60.35
156160000,-60.85
156546667,-61.42
156933333,-61.74
157320000,-62.35
157706667,-62.74
158093333,-63.05
158480000,-63.61
158866667,-64.09
159253333,-64.46
159640000,-64.75
160026667,-65.31
160413333,-65.61
160800000,-66.01
161186667,-66.35
161573333,-66.63
161960000,-66.88
162346667,-67.18
162733333,-67.44
163120000,-67.6
163506667,-67.94
163893333,-68.2
164280000,-68.21
164666667,-68.41
165053333,-68.36
165440000,-68.62
165826667,-68.66
166213333,-68.57
166600000,-68.52
166986667,-68.57
167373333,-68.4
167760000,-68.14
168146667,-68.03
168533333,-67.94
168920000,-67.7
169306667,-67.54
169693333,-67.04
170080000,-66.72
170466667,-66.5
170853333,-65.87
171240000,-65.46
171626667,-65.06
172013333,-64.6
172400000,-64.09
172786667,-63.45
173173333,-62.95
173560000,-62.55
173946667,-61.96
174333333,-61.37
174720000,-60.99
175106667,-60.36
175493333,-59.74
175880000,-59.39
176266667,-58.85
176653333,-58.33
177040000,-57.93
177426667,-57.6
177813333,-57.16
178200000,-56.87
178586667,-56.59
178973333,-56.31
179360000,-56.04
179746667,-55.83
180133333,-55.7
180520000,-55.47
180906667,-55.33
181293333,-55.22
181680000,-55.01
182066667,-54.92
182453333,-54.81
182840000,-54.6
183226667,-54.44
183613333,-54.27
184000000,-53.95
184386667,-53.69
