Trace Data,
169306667,-70.73
169693333,-70.45
170080000,-69.8
170466667,-69.22
170853333,-68.9
171240000,-68.5
171626667,-67.86
172013333,-67.47
172400000,-66.83
172786667,-66.37
173173333,-65.9
173560000,-65.39
173946667,-64.87
174333333,-64.32
174720000,-63.82
175106667,-63.4
175493333,-62.82
175880000,-62.44
176266667,-62.02
176653333,-61.59
177040000,-61.28
177426667,-61.03
177813333,-60.7
178200000,-60.48
178586667,-60.36
178973333,-60.06
179360000,-59.94
179746667,-59.85
180133333,-59.85
180520000,-59.74
180906667,-59.73
181293333,-59.79
181680000,-59.83
182066667,-59.91
182453333,-60.06
182840000,-60.14
183226667,-60.19
183613333,-60.27
184000000,-60.37
184386667,-60.42
184773333,-60.47
185160000,-60.46
185546667,-60.42
185933333,-60.45
186320000,-60.29
186706667,-60.12
187093333,-59.91
187480000,-59.6
187866667,-59.23
188253333,-58.81
188640000,-58.36
189026667,-57.9
189413333,-57.41
189800000,-56.96
190186667,-56.48
190573333,-55.99
190960000,-55.52
191346667,-55.03
191733333,-54.57
192120000,-54.1
192506667,-53.66
192893333,-53.2
193280000,-52.74
193666667,-52.32
194053333,-51.83
194440000,-51.39
194826667,-50.95
195213333,-50.49
195600000,-50.05
195986667,-49.71
196373333,-49.45
196760000,-49.28
197146667,-49.24
197533333,-49.4
197920000,-49.69
198306667,-50.16
198693333,-50.85
199080000,-51.6
199466667,-52.36
199853333,-53.19
200240000,-53.98
200626667,-54.64
201013333,-55.3
201400000,-55.88
201786667,-56.23
202173333,-56.61
202560000,-56.82
202946667,-56.97
203333333,-57.07
203720000,-57.13
204106667,-57.05
204493333,-57.01
204880000,-56.88
205266667,-56.68
205653333,-56.48
206040000,-56.34
206426667,-56.12
206813333,-55.86
207200000,-55.73
207586667,-55.51
207973333,-55.23
208360000,-55.07
208746667,-54.93
209133333,-54.68
209520000,-54.6
209906667,-54.48
210293333,-54.33
210680000,-54.24
211066667,-54.17
211453333,-54.1
211840000,-54.05
212226667,-54.01
212613333,-54.04
213000000,-53.98
213386667,-54.03
213773333,-54.06
214160000,-54.02
214546667,-54.06
214933333,-54.12
215320000,-54.15
215706667,-54.19
216093333,-54.21
216480000,-54.23
216866667,-54.24
217253333,-54.32
217640000,-54.3
218026667,-54.28
218413333,-54.35
218800000,-54.34
219186667,-54.3
219573333,-54.33
219960000,-54.43
220346667,-54.39
220733333,-54.5
221120000,-54.61
221506667,-54.71
221893333,-54.86
222280000,-55.21
222666667,-55.55
223053333,-56
223440000,-56.6
223826667,-57.32
224213333,-58.01
224600000,-58.73
224986667,-59.39
225373333,-59.76
225760000,-60.03
226146667,-59.93
226533333,-59.66
226920000,-59.18
227306667,-58.82
227693333,-58.27
228080000,-57.72
228466667,-57.36
228853333,-56.95
229240000,-56.52
229626667,-56.26
230013333,-55.94
230400000,-55.63
230786667,-55.41
231173333,-55.3
231560000,-55.09
231946667,-54.92
232333333,-54.82
232720000,-54.7
233106667,-54.63
233493333,-54.56
233880000,-54.51
234266667,-54.45
234653333,-54.43
235040000,-54.37
235426667,-54.32
235813333,-54.31
236200000,-54.33
236586667,-54.31
236973333,-54.3
237360000,-54.36
237746667,-54.34
238133333,-54.35
238520000,-54.43
238906667,-54.45
239293333,-54.54
239680000,-54.61
240066667,-54.75
240453333,-54.82
240840000,-54.92
241226667,-55.09
241613333,-55.25
242000000,-55.39
242386667,-55.63
242773333,-55.89
243160000,-56.06
243546667,-56.27
243933333,-56.56
244320000,-56.78
244706667,-57.08
245093333,-57.45
245480000,-57.69
245866667,-57.96
246253333,-58.35
246640000,-58.53
247026667,-58.89
247413333,-59.26
247800000,-59.58
248186667,-59.84
248573333,-60.1
248960000,-60.28
249346667,-60.53
249733333,-60.84
250120000,-60.97
250506667,-61.16
250893333,-61.36
251280000,-61.48
251666667,-61.72
252053333,-61.76
252440000,-61.96
252826667,-61.92
253213333,-62.04
253600000,-62.21
253986667,-62.15
254373333,-62.31
254760000,-62.32
255146667,-62.41
255533333,-62.38
255920000,-62.57
256306667,-62.53
256693333,-62.6
257080000,-62.6
257466667,-62.55
257853333,-62.64
258240000,-62.72
258626667,-62.76
259013333,-62.9
259400000,-62.91
259786667,-62.95
260173333,-63.06
260560000,-62.99
260946667,-63.15
261333333,-63.26
261720000,-63.35
262106667,-63.49
262493333,-63.68
262880000,-63.78
263266667,-63.99
263653333,-64.13
264040000,-64.33
264426667,-64.57
264813333,-64.93
265200000,-65.13
265586667,-65.42
265973333,-65.68
266360000,-65.98
266746667,-66.32
267133333,-66.61
267520000,-67.08
267906667,-67.57
268293333,-67.96
268680000,-68.41
269066667,-68.89
269453333,-69.48
269840000,-69.88
270226667,-70.52
270613333,-71.33
271000000,-71.6
271386667,-72.51
271773333,-72.67
272160000,-73.47
272546667,-74.43
272933333,-75.11
273320000,-74.88
273706667,-75.66
274093333,-76.18
274480000,-76.66
274866667,-76.98
275253333,-76.71
275640000,-77.57
276026667,-77.8
276413333,-78.44
276800000,-78.3
277186667,-78.23
277573333,-78.21
277960000,-78.48
278346667,-79.08
278733333,-79.59
279120000,-78.2
279506667,-78.95
279893333,-79.27
280280000,-79.33
280666667,-79.63
281053333,-79.13
281440000,-79.35
281826667,-78.79
282213333,-79.29
282600000,-79.08
282986667,-79.34
283373333,-79.83
283760000,-79.89
284146667,-79
284533333,-79.72
284920000,-79.37
285306667,-79.94
285693333,-80.45
286080000,-79.75
286466667,-80.33
286853333,-80.52
287240000,-80.18
287626667,-80.93
288013333,-81.93
288400000,-81
288786667,-82.05
289173333,-80.78
289560000,-81.52
289946667,-82.19
290333333,-82.65
290720000,-83.07
291106667,-83.06
291493333,-82.5
291880000,-83.13
292266667,-83.1
292653333,-83.18
293040000,-82.79
293426667,-82.18
293813333,-81.83
294200000,-82.36
294586667,-80.25
294973333,-80.47
295360000,-79.88
295746667,-79.08
296133333,-77.78
296520000,-77.68
296906667,-76.45
297293333,-75.98
297680000,-75.4
298066667,-74.41
298453333,-73.47
298840000,-73.14
299226667,-72.02
299613333,-71.27
300000000,-70.76
