Trace Data,
71480000,-75.53
71866667,-74.76
72253333,-73.95
72640000,-73.31
73026667,-72.88
73413333,-72.43
73800000,-72.06
74186667,-71.7
74573333,-71.4
74960000,-71.41
75346667,-71.1
75733333,-71.11
76120000,-70.83
76506667,-70.84
76893333,-70.8
77280000,-70.96
77666667,-70.78
78053333,-70.81
78440000,-70.58
78826667,-71.08
79213333,-70.72
79600000,-71.09
79986667,-71.08
80373333,-71.37
80760000,-71.52
81146667,-71.35
81533333,-71.78
81920000,-71.65
82306667,-72.07
82693333,-71.94
83080000,-71.89
83466667,-72.29
83853333,-72.48
84240000,-72.17
84626667,-72.19
85013333,-72.04
85400000,-72.05
85786667,-72.03
86173333,-71.86
86560000,-71.36
86946667,-71.11
87333333,-70.8
87720000,-70.7
88106667,-70.3
88493333,-70.03
88880000,-69.52
89266667,-69.36
89653333,-68.83
90040000,-68.61
90426667,-67.99
90813333,-67.48
91200000,-67.48
91586667,-67.03
91973333,-66.65
92360000,-66.29
92746667,-65.83
93133333,-65.38
93520000,-65.21
93906667,-64.61
94293333,-64.28
94680000,-63.82
95066667,-63.48
95453333,-62.86
95840000,-62.58
96226667,-62.21
96613333,-61.91
97000000,-61.73
97386667,-61.62
97773333,-61.37
98160000,-61.27
98546667,-61.14
98933333,-60.91
99320000,-60.81
99706667,-60.61
100093333,-60.52
100480000,-60.3
100866667,-60.17
101253333,-60
101640000,-59.77
102026667,-59.61
102413333,-59.37
102800000,-59.1
103186667,-58.81
103573333,-58.58
103960000,-58.2
104346667,-57.78
104733333,-57.49
105120000,-57.06
105506667,-56.6
105893333,-56.23
106280000,-55.73
106666667,-55.25
107053333,-54.86
107440000,-54.66
107826667,-54.57
108213333,-54.74
108600000,-55.24
108986667,-56.13
109373333,-57.25
109760000,-58.66
110146667,-60.2
110533333,-61.72
110920000,-63.22
111306667,-64.89
111693333,-66.33
112080000,-67.9
112466667,-69.64
112853333,-71.17
113240000,-73.14
113626667,-75.34
114013333,-76.95
114400000,-78.86
114786667,-80.05
115173333,-80.85
115560000,-80.55
115946667,-79.38
116333333,-79.8
116720000,-78.45
117106667,-77.48
117493333,-77.33
117880000,-76.7
118266667,-76.17
118653333,-75.8
119040000,-75.54
119426667,-75.2
119813333,-74.86
120200000,-75.05
120586667,-75.25
120973333,-74.66
121360000,-75.07
121746667,-74.57
122133333,-74.55
122520000,-74.35
122906667,-73.83
123293333,-73.97
123680000,-73.6
124066667,-73.57
124453333,-73.47
124840000,-73.47
125226667,-73.1
125613333,-72.76
126000000,-73
126386667,-72.44
126773333,-72.35
127160000,-72.01
127546667,-71.87
127933333,-71.68
128320000,-71.61
128706667,-71.21
129093333,-70.75
129480000,-70.46
129866667,-70.37
130253333,-69.85
130640000,-69.49
131026667,-69.48
131413333,-69
131800000,-68.63
132186667,-68.28
132573333,-67.9
132960000,-67.53
133346667,-66.93
133733333,-66.57
134120000,-65.92
134506667,-65.26
134893333,-64.64
135280000,-63.88
135666667,-63.18
136053333,-62.49
136440000,-61.57
136826667,-60.89
137213333,-60.1
137600000,-59.52
137986667,-58.92
138373333,-58.69
138760000,-58.58
139146667,-58.5
139533333,-58.58
139920000,-58.72
140306667,-58.91
140693333,-59.15
141080000,-59.44
141466667,-59.68
141853333,-59.76
142240000,-59.88
142626667,-59.94
143013333,-59.9
143400000,-59.95
143786667,-59.83
144173333,-59.57
144560000,-59.34
144946667,-59.05
145333333,-58.57
145720000,-58.27
146106667,-57.86
146493333,-57.39
146880000,-56.96
147266667,-56.5
147653333,-55.92
148040000,-55.54
148426667,-55.13
148813333,-54.79
149200000,-54.4
149586667,-54.18
149973333,-53.96
150360000,-53.79
150746667,-53.67
151133333,-53.67
151520000,-53.62
151906667,-53.68
152293333,-53.85
152680000,-54.05
153066667,-54.18
153453333,-54.45
153840000,-54.78
154226667,-55.03
154613333,-55.41
155000000,-55.88
155386667,-56.23
155773333,-56.61
156160000,-57.1
156546667,-57.49
156933333,-57.93
157320000,-58.34
157706667,-58.69
158093333,-59.18
158480000,-59.59
158866667,-59.96
159253333,-60.29
159640000,-60.74
160026667,-61.09
160413333,-61.46
160800000,-61.82
161186667,-62.06
161573333,-62.45
161960000,-62.83
162346667,-63.02
162733333,-63.37
163120000,-63.6
163506667,-63.81
163893333,-64.12
164280000,-64.37
164666667,-64.54
165053333,-64.73
165440000,-64.88
165826667,-64.99
166213333,-65.21
166600000,-65.36
166986667,-65.45
167373333,-65.44
167760000,-65.57
168146667,-65.54
168533333,-65.51
168920000,-65.49
169306667,-65.39
169693333,-65.15
170080000,-64.93
170466667,-64.7
170853333,-64.47
171240000,-63.97
171626667,-63.59
172013333,-63.14
172400000,-62.62
172786667,-62.11
173173333,-61.52
173560000,-61.02
173946667,-60.33
174333333,-59.83
174720000,-59.18
175106667,-58.54
175493333,-57.95
175880000,-57.38
176266667,-56.79
176653333,-56.18
177040000,-55.67
177426667,-55.12
177813333,-54.64
178200000,-54.21
178586667,-53.8
178973333,-53.37
179360000,-53
179746667,-52.62
180133333,-52.24
180520000,-51.79
180906667,-51.43
181293333,-51.02
181680000,-50.49
182066667,-50.08
182453333,-49.57
182840000,-48.92
183226667,-48.34
183613333,-47.73
184000000,-47.02
184386667,-46.38
184773333,-45.75
185160000,-45.17
185546667,-44.72
185933333,-44.36
186320000,-44.15
186706667,-44.02
187093333,-44.02
187480000,-44.12
187866667,-44.24
188253333,-44.42
188640000,-44.69
189026667,-45
189413333,-45.28
189800000,-45.62
190186667,-46.01
190573333,-46.35
190960000,-46.79
191346667,-47.27
191733333,-47.66
192120000,-48.19
192506667,-48.67
192893333,-49.16
193280000,-49.67
193666667,-50.21
194053333,-50.74
194440000,-51.2
194826667,-51.8
195213333,-52.34
195600000,-52.84
195986667,-53.34
196373333,-53.92
196760000,-54.34
197146667,-54.87
197533333,-55.42
197920000,-55.85
198306667,-56.3
198693333,-56.86
199080000,-57.22
199466667,-57.62
199853333,-57.99
200240000,-58.38
200626667,-58.75
201013333,-59.1
201400000,-59.35
201786667,-59.56
202173333,-59.82
202560000,-59.94
202946667,-60.03
203333333,-60.14
203720000,-60.24
204106667,-60.17
204493333,-60.13
204880000,-60.14
205266667,-60
205653333,-59.9
206040000,-59.81
206426667,-59.73
206813333,-59.65
207200000,-59.66
207586667,-59.63
207973333,-59.69
208360000,-59.79
208746667,-59.88
209133333,-59.93
209520000,-59.96
209906667,-60.11
210293333,-60.16
210680000,-60.28
211066667,-60.38
211453333,-60.48
211840000,-60.52
212226667,-60.63
212613333,-60.69
213000000,-60.76
213386667,-60.78
213773333,-60.84
214160000,-60.77
214546667,-60.86
214933333,-60.97
215320000,-60.94
215706667,-60.98
216093333,-61
216480000,-60.99
216866667,-61
217253333,-61.13
217640000,-61.2
218026667,-61.22
218413333,-61.19
218800000,-61.24
219186667,-61.17
219573333,-61.18
219960000,-61.3
220346667,-61.19
220733333,-61.27
221120000,-61.25
221506667,-61.31
221893333,-61.27
222280000,-61.31
222666667,-61.31
223053333,-61.24
223440000,-61.24
223826667,-61.23
224213333,-61.15
224600000,-61.16
224986667,-61.19
225373333,-61.19
225760000,-61.16
226146667,-61.17
226533333,-61.15
226920000,-61.13
227306667,-61.23
227693333,-61.12
228080000,-61.04
228466667,-61.17
228853333,-61.12
229240000,-61.14
229626667,-61.12
230013333,-61.17
230400000,-61.17
230786667,-61.09
231173333,-61.21
231560000,-61.18
231946667,-61.29
232333333,-61.17
232720000,-61.2
233106667,-61.07
233493333,-61.13
233880000,-60.97
234266667,-60.94
234653333,-60.85
235040000,-60.82
235426667,-60.67
235813333,-60.55
236200000,-60.56
236586667,-60.49
236973333,-60.33
237360000,-60.33
237746667,-60.16
238133333,-60.12
238520000,-60.05
238906667,-60.02
239293333,-59.93
239680000,-59.93
240066667,-59.9
240453333,-59.84
240840000,-59.93
241226667,-59.97
241613333,-59.96
242000000,-60.06
242386667,-60.18
242773333,-60.29
243160000,-60.41
243546667,-60.54
243933333,-60.7
244320000,-60.76
244706667,-60.99
245093333,-61.17
245480000,-61.41
245866667,-61.6
246253333,-61.78
246640000,-61.85
247026667,-62.13
247413333,-62.34
247800000,-62.4
248186667,-62.61
248573333,-62.8
248960000,-63.01
249346667,-63.06
249733333,-63.22
250120000,-63.28
250506667,-63.44
250893333,-63.5
251280000,-63.49
251666667,-63.6
252053333,-63.58
252440000,-63.62
252826667,-63.61
253213333,-63.71
253600000,-63.74
253986667,-63.73
254373333,-63.72
254760000,-63.6
255146667,-63.76
255533333,-63.6
255920000,-63.66
256306667,-63.68
256693333,-63.66
257080000,-63.65
257466667,-63.69
257853333,-63.64
258240000,-63.66
258626667,-63.68
259013333,-63.69
259400000,-63.68
259786667,-63.74
260173333,-63.84
260560000,-63.84
260946667,-63.94
261333333,-63.96
261720000,-64.03
262106667,-64.08
262493333,-64.21
262880000,-64.25
263266667,-64.55
263653333,-64.67
264040000,-64.86
264426667,-64.99
264813333,-65.16
265200000,-65.34
265586667,-65.63
265973333,-65.77
266360000,-66.03
266746667,-66.26
267133333,-66.37
267520000,-66.84
267906667,-67.08
268293333,-67.19
268680000,-67.55
269066667,-67.7
269453333,-67.62
269840000,-68.05
270226667,-68.05
270613333,-68.01
271000000,-68.33
271386667,-68.15
271773333,-68.21
272160000,-68.39
272546667,-68.49
272933333,-68.41
273320000,-68.23
273706667,-68.29
274093333,-68.44
274480000,-68.21
274866667,-68.33
275253333,-68.03
275640000,-67.9
276026667,-67.9
276413333,-67.83
276800000,-67.51
277186667,-67.51
277573333,-67.37
277960000,-67.17
278346667,-66.99
278733333,-66.77
279120000,-66.61
279506667,-66.43
279893333,-66.21
280280000,-66.06
280666667,-65.73
281053333,-65.49
281440000,-65.48
281826667,-65.22
282213333,-64.88
282600000,-64.79
282986667,-64.42
283373333,-64.29
283760000,-64.13
284146667,-63.99
284533333,-63.7
284920000,-63.47
285306667,-63.19
285693333,-62.95
286080000,-62.66
286466667,-62.51
286853333,-62.09
287240000,-61.96
287626667,-61.59
288013333,-61.32
288400000,-61.09
288786667,-60.79
289173333,-60.39
289560000,-60.15
289946667,-59.86
290333333,-59.59
290720000,-59.39
291106667,-59.04
291493333,-58.75
291880000,-58.39
292266667,-58.14
292653333,-57.81
293040000,-57.54
293426667,-57.25
293813333,-56.9
294200000,-56.59
294586667,-56.34
294973333,-56.01
295360000,-55.7
295746667,-55.37
296133333,-55.15
296520000,-54.83
296906667,-54.56
297293333,-54.3
297680000,-54.04
298066667,-53.8
298453333,-53.57
298840000,-53.37
299226667,-53.13
299613333,-52.9
300000000,-52.7
