Machine Module,T3SA3200
Y Axis Scale,LOG
Y Axis Unit,dBm
PreAmp State,OFF
Ref Level,-20.00 dBm
Ref Offset,0.00 dB
Attenuation,0,Manual
X Axis Scale,LINE
Impedance,50
Number of Points,751
Sweep Time(s),0.024000,Auto
Sweep Times Type,Continuous
Sweep Mode,Auto
Sweep Rule,Speed
Start Frequency,250000000
Stop Frequency,350000000
Offset Frequency,0
Average Type,Log Pwr
RBW,1000000.000000,Auto
VBW,1000000.000000,Auto
RBW Filter,Gaussian
Trigger Source,FreeRun
Trigger Level,0.00 dBm
External Trigger Edge,RISE
Video Trigger Edge,RISE
Marker Information
Marker,Trace,Type,X Axis,Amplitude
Peak Table Information
Peak Threshold,-90.00 dBm
Peak Excursion,15.00 dB
Peak,Trace,X Axis,Amplitude
0,1,319.200000 MHz,-49.47 dBm
1,1,250.000000 MHz,-61.06 dBm
Trace Math Type,Off
Trace Math Offset, 0
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A,Trace B,Trace C,Trace D
Trace Type,Average,Blank,Blank,Blank
Trace Detector,Pos Peak,Pos Peak,Pos Peak,Pos Peak
Trace Data
250000000.000000,-61.06,,,
250133333.000000,-61.14,,,
250266667.000000,-61.15,,,
250400000.000000,-61.15,,,
250533333.000000,-61.30,,,
250666667.000000,-61.35,,,
250800000.000000,-61.38,,,
250933333.000000,-61.40,,,
251066667.000000,-61.43,,,
251200000.000000,-61.61,,,
251333333.000000,-61.58,,,
251466667.000000,-61.60,,,
251600000.000000,-61.60,,,
251733333.000000,-61.70,,,
251866667.000000,-61.65,,,
252000000.000000,-61.85,,,
252133333.000000,-61.82,,,
252266667.000000,-61.83,,,
252400000.000000,-61.92,,,
252533333.000000,-61.89,,,
252666667.000000,-61.97,,,
252800000.000000,-62.03,,,
252933333.000000,-61.96,,,
253066667.000000,-62.04,,,
253200000.000000,-62.19,,,
253333333.000000,-62.19,,,
253466667.000000,-62.13,,,
253600000.000000,-62.20,,,
253733333.000000,-62.09,,,
253866667.000000,-62.18,,,
254000000.000000,-62.26,,,
254133333.000000,-62.19,,,
254266667.000000,-62.28,,,
254400000.000000,-62.30,,,
254533333.000000,-62.28,,,
254666667.000000,-62.25,,,
254800000.000000,-62.28,,,
254933333.000000,-62.30,,,
255066667.000000,-62.23,,,
255200000.000000,-62.43,,,
255333333.000000,-62.32,,,
255466667.000000,-62.37,,,
255600000.000000,-62.26,,,
255733333.000000,-62.49,,,
255866667.000000,-62.50,,,
256000000.000000,-62.44,,,
256133333.000000,-62.51,,,
256266667.000000,-62.58,,,
256400000.000000,-62.53,,,
256533333.000000,-62.52,,,
256666667.000000,-62.50,,,
256800000.000000,-62.53,,,
256933333.000000,-62.51,,,
257066667.000000,-62.63,,,
257200000.000000,-62.60,,,
257333333.000000,-62.64,,,
257466667.000000,-62.69,,,
257600000.000000,-62.69,,,
257733333.000000,-62.69,,,
257866667.000000,-62.59,,,
258000000.000000,-62.77,,,
258133333.000000,-62.71,,,
258266667.000000,-62.73,,,
258400000.000000,-62.72,,,
258533333.000000,-62.72,,,
258666667.000000,-62.89,,,
258800000.000000,-63.03,,,
258933333.000000,-62.88,,,
259066667.000000,-62.89,,,
259200000.000000,-62.83,,,
259333333.000000,-62.98,,,
259466667.000000,-62.98,,,
259600000.000000,-62.99,,,
259733333.000000,-63.02,,,
259866667.000000,-63.04,,,
260000000.000000,-63.24,,,
260133333.000000,-63.03,,,
260266667.000000,-63.15,,,
260400000.000000,-63.10,,,
260533333.000000,-63.20,,,
260666667.000000,-63.33,,,
260800000.000000,-63.28,,,
260933333.000000,-63.43,,,
261066667.000000,-63.40,,,
261200000.000000,-63.45,,,
261333333.000000,-63.50,,,
261466667.000000,-63.60,,,
261600000.000000,-63.46,,,
261733333.000000,-63.60,,,
261866667.000000,-63.56,,,
262000000.000000,-63.69,,,
262133333.000000,-63.70,,,
262266667.000000,-63.93,,,
262400000.000000,-64.03,,,
262533333.000000,-64.01,,,
262666667.000000,-64.04,,,
262800000.000000,-64.11,,,
262933333.000000,-64.15,,,
263066667.000000,-64.22,,,
263200000.000000,-64.11,,,
263333333.000000,-64.27,,,
263466667.000000,-64.36,,,
263600000.000000,-64.55,,,
263733333.000000,-64.54,,,
263866667.000000,-64.56,,,
264000000.000000,-64.71,,,
264133333.000000,-64.79,,,
264266667.000000,-64.80,,,
264400000.000000,-64.84,,,
264533333.000000,-65.10,,,
264666667.000000,-64.99,,,
264800000.000000,-65.47,,,
264933333.000000,-65.42,,,
265066667.000000,-65.30,,,
265200000.000000,-65.67,,,
265333333.000000,-65.63,,,
265466667.000000,-65.67,,,
265600000.000000,-65.90,,,
265733333.000000,-65.93,,,
265866667.000000,-66.10,,,
266000000.000000,-66.27,,,
266133333.000000,-66.34,,,
266266667.000000,-66.42,,,
266400000.000000,-66.69,,,
266533333.000000,-66.63,,,
266666667.000000,-66.95,,,
266800000.000000,-67.13,,,
266933333.000000,-67.22,,,
267066667.000000,-67.40,,,
267200000.000000,-67.53,,,
267333333.000000,-67.45,,,
267466667.000000,-67.60,,,
267600000.000000,-67.95,,,
267733333.000000,-68.18,,,
267866667.000000,-68.34,,,
268000000.000000,-68.11,,,
268133333.000000,-68.61,,,
268266667.000000,-68.70,,,
268400000.000000,-68.74,,,
268533333.000000,-69.15,,,
268666667.000000,-69.45,,,
268800000.000000,-69.45,,,
268933333.000000,-69.40,,,
269066667.000000,-69.59,,,
269200000.000000,-69.91,,,
269333333.000000,-70.02,,,
269466667.000000,-70.21,,,
269600000.000000,-70.54,,,
269733333.000000,-70.59,,,
269866667.000000,-70.90,,,
270000000.000000,-70.78,,,
270133333.000000,-70.96,,,
270266667.000000,-71.01,,,
270400000.000000,-71.76,,,
270533333.000000,-71.55,,,
270666667.000000,-71.89,,,
270800000.000000,-71.85,,,
270933333.000000,-72.05,,,
271066667.000000,-72.31,,,
271200000.000000,-72.49,,,
271333333.000000,-72.24,,,
271466667.000000,-72.25,,,
271600000.000000,-72.60,,,
271733333.000000,-73.19,,,
271866667.000000,-72.96,,,
272000000.000000,-72.99,,,
272133333.000000,-73.25,,,
272266667.000000,-73.23,,,
272400000.000000,-73.87,,,
272533333.000000,-73.66,,,
272666667.000000,-73.63,,,
272800000.000000,-73.85,,,
272933333.000000,-74.01,,,
273066667.000000,-74.54,,,
273200000.000000,-74.15,,,
273333333.000000,-73.94,,,
273466667.000000,-74.50,,,
273600000.000000,-74.64,,,
273733333.000000,-74.95,,,
273866667.000000,-75.08,,,
274000000.000000,-74.54,,,
274133333.000000,-74.85,,,
274266667.000000,-75.23,,,
274400000.000000,-75.56,,,
274533333.000000,-75.18,,,
274666667.000000,-75.22,,,
274800000.000000,-75.11,,,
274933333.000000,-75.61,,,
275066667.000000,-75.78,,,
275200000.000000,-75.87,,,
275333333.000000,-76.17,,,
275466667.000000,-76.02,,,
275600000.000000,-75.72,,,
275733333.000000,-75.76,,,
275866667.000000,-75.64,,,
276000000.000000,-76.32,,,
276133333.000000,-76.18,,,
276266667.000000,-75.90,,,
276400000.000000,-76.47,,,
276533333.000000,-76.30,,,
276666667.000000,-76.22,,,
276800000.000000,-76.07,,,
276933333.000000,-76.44,,,
277066667.000000,-76.82,,,
277200000.000000,-76.57,,,
277333333.000000,-75.79,,,
277466667.000000,-76.22,,,
277600000.000000,-76.20,,,
277733333.000000,-76.29,,,
277866667.000000,-76.03,,,
278000000.000000,-76.84,,,
278133333.000000,-76.47,,,
278266667.000000,-76.51,,,
278400000.000000,-76.65,,,
278533333.000000,-76.17,,,
278666667.000000,-76.49,,,
278800000.000000,-76.85,,,
278933333.000000,-76.69,,,
279066667.000000,-76.05,,,
279200000.000000,-76.65,,,
279333333.000000,-76.67,,,
279466667.000000,-76.46,,,
279600000.000000,-76.49,,,
279733333.000000,-75.91,,,
279866667.000000,-76.13,,,
280000000.000000,-76.48,,,
280133333.000000,-76.21,,,
280266667.000000,-75.90,,,
280400000.000000,-75.85,,,
280533333.000000,-75.85,,,
280666667.000000,-76.46,,,
280800000.000000,-76.02,,,
280933333.000000,-76.33,,,
281066667.000000,-76.12,,,
281200000.000000,-75.71,,,
281333333.000000,-75.98,,,
281466667.000000,-76.39,,,
281600000.000000,-75.76,,,
281733333.000000,-75.53,,,
281866667.000000,-76.14,,,
282000000.000000,-76.13,,,
282133333.000000,-76.30,,,
282266667.000000,-75.71,,,
282400000.000000,-76.17,,,
282533333.000000,-76.07,,,
282666667.000000,-75.94,,,
282800000.000000,-75.68,,,
282933333.000000,-75.60,,,
283066667.000000,-75.87,,,
283200000.000000,-76.05,,,
283333333.000000,-75.93,,,
283466667.000000,-75.75,,,
283600000.000000,-75.54,,,
283733333.000000,-75.93,,,
283866667.000000,-75.68,,,
284000000.000000,-75.52,,,
284133333.000000,-75.53,,,
284266667.000000,-75.33,,,
284400000.000000,-75.49,,,
284533333.000000,-75.66,,,
284666667.000000,-75.71,,,
284800000.000000,-75.48,,,
284933333.000000,-75.31,,,
285066667.000000,-75.77,,,
285200000.000000,-75.20,,,
285333333.000000,-75.79,,,
285466667.000000,-75.93,,,
285600000.000000,-76.00,,,
285733333.000000,-76.30,,,
285866667.000000,-75.75,,,
286000000.000000,-75.44,,,
286133333.000000,-75.63,,,
286266667.000000,-75.78,,,
286400000.000000,-75.93,,,
286533333.000000,-75.80,,,
286666667.000000,-75.94,,,
286800000.000000,-75.12,,,
286933333.000000,-76.52,,,
287066667.000000,-75.33,,,
287200000.000000,-76.07,,,
287333333.000000,-75.80,,,
287466667.000000,-76.03,,,
287600000.000000,-75.96,,,
287733333.000000,-75.59,,,
287866667.000000,-75.55,,,
288000000.000000,-76.17,,,
288133333.000000,-75.57,,,
288266667.000000,-76.02,,,
288400000.000000,-76.63,,,
288533333.000000,-76.18,,,
288666667.000000,-76.08,,,
288800000.000000,-76.35,,,
288933333.000000,-75.86,,,
289066667.000000,-75.96,,,
289200000.000000,-76.34,,,
289333333.000000,-76.35,,,
289466667.000000,-76.00,,,
289600000.000000,-75.92,,,
289733333.000000,-76.61,,,
289866667.000000,-76.07,,,
290000000.000000,-76.45,,,
290133333.000000,-76.71,,,
290266667.000000,-75.90,,,
290400000.000000,-76.86,,,
290533333.000000,-76.40,,,
290666667.000000,-76.28,,,
290800000.000000,-76.58,,,
290933333.000000,-76.98,,,
291066667.000000,-76.39,,,
291200000.000000,-76.61,,,
291333333.000000,-76.65,,,
291466667.000000,-76.63,,,
291600000.000000,-76.22,,,
291733333.000000,-76.78,,,
291866667.000000,-77.08,,,
292000000.000000,-77.11,,,
292133333.000000,-76.35,,,
292266667.000000,-76.72,,,
292400000.000000,-77.46,,,
292533333.000000,-77.49,,,
292666667.000000,-76.73,,,
292800000.000000,-77.12,,,
292933333.000000,-77.17,,,
293066667.000000,-77.44,,,
293200000.000000,-77.17,,,
293333333.000000,-77.21,,,
293466667.000000,-76.84,,,
293600000.000000,-76.76,,,
293733333.000000,-77.37,,,
293866667.000000,-77.23,,,
294000000.000000,-77.48,,,
294133333.000000,-77.62,,,
294266667.000000,-77.31,,,
294400000.000000,-76.83,,,
294533333.000000,-77.16,,,
294666667.000000,-76.54,,,
294800000.000000,-76.97,,,
294933333.000000,-76.83,,,
295066667.000000,-77.00,,,
295200000.000000,-76.53,,,
295333333.000000,-76.49,,,
295466667.000000,-76.63,,,
295600000.000000,-76.44,,,
295733333.000000,-77.25,,,
295866667.000000,-77.00,,,
296000000.000000,-76.45,,,
296133333.000000,-75.98,,,
296266667.000000,-76.59,,,
296400000.000000,-76.54,,,
296533333.000000,-76.70,,,
296666667.000000,-76.31,,,
296800000.000000,-75.96,,,
296933333.000000,-75.57,,,
297066667.000000,-75.15,,,
297200000.000000,-74.86,,,
297333333.000000,-75.30,,,
297466667.000000,-74.75,,,
297600000.000000,-74.45,,,
297733333.000000,-74.75,,,
297866667.000000,-74.55,,,
298000000.000000,-74.11,,,
298133333.000000,-74.27,,,
298266667.000000,-74.15,,,
298400000.000000,-73.45,,,
298533333.000000,-73.07,,,
298666667.000000,-73.20,,,
