Frequency_Hz,Amplitude
39643296.000000,-74.951828
39990438.272000,-74.4498596
40337580.544000,-75.2195282
40684722.816000,-74.4497604
41031865.088000,-74.7161026
41379007.360000,-74.1208038
41726149.632000,-74.1065216
42073291.904000,-72.2977753
42420434.176000,-73.6228333
42767576.448000,-72.6681137
43114718.720000,-72.1901093
43461860.992000,-70.9906693
43809003.264000,-70.0121918
44156145.536000,-69.1009216
44503287.808000,-67.8072052
44850430.080000,-66.8299713
45197572.352000,-65.2848053
45544714.624000,-63.5175362
45891856.896000,-61.2897987
46238999.168000,-59.0550766
46586141.440000,-56.4319725
46933283.712000,-53.1257896
47280425.984000,-51.4091034
47627568.256000,-52.0043144
47974710.528000,-55.0646477
48321852.800000,-58.1210327
48668995.072000,-60.6149063
49016137.344000,-62.4629478
49363279.616000,-63.931694
49710421.888000,-65.7209854
50057564.160000,-66.197525
50404706.432000,-67.2395554
50751848.704000,-68.1631927
51098990.976000,-68.9354019
51446133.248000,-69.6628799
51793275.520000,-69.544548
52140417.792000,-70.7545776
52487560.064000,-70.9761124
52834702.336000,-71.1386948
53181844.608000,-70.5166016
53528986.880000,-70.485054
53876129.152000,-70.8447495
54223271.424000,-71.4100342
54570413.696000,-71.2955856
54917555.968000,-70.8194656
55264698.240000,-71.1083221
55611840.512000,-70.8643341
55958982.784000,-70.1769867
56306125.056000,-70.6735458
56653267.328000,-70.4085999
57000409.600000,-70.9158325
57347551.872000,-70.4577866
57694694.144000,-70.7772903
58041836.416000,-70.3520279
58388978.688000,-69.7833939
58736120.960000,-69.6997681
59083263.232000,-69.3175354
59430405.504000,-69.7461166
59777547.776000,-69.7866364
60124690.048000,-69.6922302
60471832.320000,-68.788559
60818974.592000,-70.0417938
61166116.864000,-69.2289429
61513259.136000,-68.6766052
61860401.408000,-68.49897
62207543.680000,-67.9553528
62554685.952000,-68.1359329
62901828.224000,-67.87043
63248970.496000,-67.496994
63596112.768000,-67.6670303
63943255.040000,-67.0329361
64290397.312000,-66.8045273
64637539.584000,-66.8901672
64984681.856000,-66.2819061
65331824.128000,-65.7641296
65678966.400000,-65.6560974
66026108.672000,-64.8688507
66373250.944000,-64.3259964
66720393.216000,-63.6027946
67067535.488000,-62.8742752
67414677.760000,-61.7293892
67761820.032000,-60.9738579
68108962.304000,-59.8158569
68456104.576000,-59.9794807
68803246.848000,-61.2462692
69150389.120000,-63.8966599
69497531.392000,-67.3514175
69844673.664000,-70.5525742
70191815.936000,-73.1253204
70538958.208000,-73.8340912
70886100.480000,-74.8935699
71233242.752000,-74.4687347
