Frequency_Hz,Amplitude
39643296.000000,-74.5952072
39990438.272000,-74.819931
40337580.544000,-75.2545319
40684722.816000,-74.2397461
41031865.088000,-73.8742065
41379007.360000,-74.6715546
41726149.632000,-74.0987091
42073291.904000,-73.848877
42420434.176000,-73.0147247
42767576.448000,-73.5792389
43114718.720000,-71.9829559
43461860.992000,-70.768013
43809003.264000,-70.4047852
44156145.536000,-68.7464371
44503287.808000,-67.5817566
44850430.080000,-66.3491592
45197572.352000,-65.0525894
45544714.624000,-63.2534943
45891856.896000,-61.4268532
46238999.168000,-59.3841324
46586141.440000,-56.3723679
46933283.712000,-53.0549889
47280425.984000,-51.3955917
47627568.256000,-52.1539383
47974710.528000,-55.1346893
48321852.800000,-58.1278458
48668995.072000,-60.6381035
49016137.344000,-62.7409058
49363279.616000,-63.9508934
49710421.888000,-65.5870361
50057564.160000,-66.9642563
50404706.432000,-67.6244507
50751848.704000,-68.4387054
51098990.976000,-68.8828812
51446133.248000,-69.4461136
51793275.520000,-69.7205963
52140417.792000,-70.506218
52487560.064000,-70.4744568
52834702.336000,-71.2588577
53181844.608000,-70.2121735
53528986.880000,-70.79599
53876129.152000,-70.9239426
54223271.424000,-71.0535889
54570413.696000,-71.3459015
54917555.968000,-71.4189911
55264698.240000,-70.3377609
55611840.512000,-70.2637482
55958982.784000,-70.8350677
56306125.056000,-71.4940872
56653267.328000,-70.4645386
57000409.600000,-71.3175583
57347551.872000,-70.7397079
57694694.144000,-70.6718903
58041836.416000,-70.0840759
58388978.688000,-70.0626526
58736120.960000,-70.1672745
59083263.232000,-69.5984268
59430405.504000,-69.5500488
59777547.776000,-70.3483276
60124690.048000,-68.9850845
60471832.320000,-69.08564
60818974.592000,-68.3981094
61166116.864000,-68.5969696
61513259.136000,-68.3948441
61860401.408000,-68.8517532
62207543.680000,-68.0754089
62554685.952000,-69.1573944
62901828.224000,-68.1913528
63248970.496000,-67.8619843
63596112.768000,-67.4525146
63943255.040000,-67.2489166
64290397.312000,-67.1077881
64637539.584000,-66.2321014
64984681.856000,-66.2399673
65331824.128000,-66.7226944
65678966.400000,-65.4748611
66026108.672000,-64.761322
66373250.944000,-64.1836395
66720393.216000,-63.7290306
67067535.488000,-62.8846436
67414677.760000,-61.9131927
67761820.032000,-60.8071785
68108962.304000,-59.9817162
68456104.576000,-59.9710236
68803246.848000,-61.488121
69150389.120000,-63.9331017
69497531.392000,-67.4420013
69844673.664000,-71.0121536
70191815.936000,-73.5612183
70538958.208000,-74.3135223
70886100.480000,-74.3572845
71233242.752000,-74.2124481
71580385.024000,-73.3432999
71927527.296000,-72.7711334
72274669.568000,-72.468689
72621811.840000,-72.3783417
72968954.112000,-70.892395
73316096.384000,-70.8125916
73663238.656000,-70.9338913
74010380.928000,-70.4819183
74357523.200000,-70.5551376
74704665.472000,-70.1634674
75051807.744000,-69.0521164
75398950.016000,-69.6576843
75746092.288000,-69.4361267
76093234.560000,-69.5966797
76440376.832000,-69.0089645
76787519.104000,-68.9310303
77134661.376000,-69.2727127
77481803.648000,-68.6712189
77828945.920000,-69.0194244
78176088.192000,-68.7862396
78523230.464000,-68.3339386
78870372.736000,-69.0387421
79217515.008000,-68.9209671
79564657.280000,-69.8327637
79911799.552000,-69.076889
80258941.824000,-69.2007446
80606084.096000,-69.1580658
80953226.368000,-69.9582825
81300368.640000,-69.3861313
81647510.912000,-69.4261169
81994653.184000,-69.6348343
82341795.456000,-69.2968521
