Frequency_Hz,Amplitude
39643296.000000,-75.1361389
39990438.272000,-75.616066
40337580.544000,-74.8005981
40684722.816000,-75.0445786
41031865.088000,-74.9215622
41379007.360000,-74.4428482
41726149.632000,-74.0926361
42073291.904000,-73.200119
42420434.176000,-72.7914429
42767576.448000,-72.7606506
43114718.720000,-72.3067551
43461860.992000,-71.2100754
43809003.264000,-70.4087982
44156145.536000,-69.0006485
44503287.808000,-68.0879822
44850430.080000,-66.8740921
45197572.352000,-65.2177429
45544714.624000,-63.4771957
45891856.896000,-61.3149071
46238999.168000,-59.1346359
46586141.440000,-56.5013046
46933283.712000,-53.1350403
47280425.984000,-51.3225212
47627568.256000,-52.2070312
47974710.528000,-55.0604286
48321852.800000,-57.9602661
48668995.072000,-60.5172081
49016137.344000,-62.3449936
49363279.616000,-63.8224678
49710421.888000,-65.3420715
50057564.160000,-66.452301
50404706.432000,-67.4286041
50751848.704000,-68.1307297
51098990.976000,-68.7365265
51446133.248000,-68.7539673
51793275.520000,-70.3559341
52140417.792000,-69.8072815
52487560.064000,-71.1239395
52834702.336000,-70.661293
53181844.608000,-70.78936
53528986.880000,-70.3825302
53876129.152000,-70.9522171
54223271.424000,-70.6470718
54570413.696000,-71.2879028
54917555.968000,-71.1800919
55264698.240000,-70.3174438
55611840.512000,-70.5313492
55958982.784000,-70.9017639
56306125.056000,-71.0210495
56653267.328000,-69.9511108
57000409.600000,-70.7848969
57347551.872000,-69.7186432
57694694.144000,-70.0223846
58041836.416000,-69.6130066
58388978.688000,-70.091507
58736120.960000,-70.4154205
59083263.232000,-69.9341888
59430405.504000,-69.3435211
59777547.776000,-69.2771149
60124690.048000,-69.0397568
60471832.320000,-69.2613525
60818974.592000,-68.5146866
61166116.864000,-68.7582474
61513259.136000,-68.463295
61860401.408000,-68.7880402
62207543.680000,-68.0536804
62554685.952000,-67.5819092
62901828.224000,-67.3676376
63248970.496000,-67.4683838
63596112.768000,-67.4967575
63943255.040000,-66.9917603
64290397.312000,-66.7437973
64637539.584000,-66.8259735
64984681.856000,-65.930336
65331824.128000,-65.5653
65678966.400000,-65.4036865
66026108.672000,-65.143898
66373250.944000,-64.3620529
66720393.216000,-63.559948
67067535.488000,-62.7649269
67414677.760000,-61.9372101
67761820.032000,-60.6570702
68108962.304000,-59.9109764
68456104.576000,-59.7220306
68803246.848000,-61.1466103
69150389.120000,-64.7762299
69497531.392000,-67.3410645
69844673.664000,-70.9285889
70191815.936000,-73.8424225
70538958.208000,-74.073143
70886100.480000,-74.5647278
71233242.752000,-74.117981
71580385.024000,-73.9823914
71927527.296000,-72.7256088
