Frequency_Hz,Amplitude
39643296.000000,-75.5878983
39990438.272000,-73.868721
40337580.544000,-74.8302231
40684722.816000,-73.8633194
41031865.088000,-75.3534851
41379007.360000,-74.3936081
41726149.632000,-73.9373474
42073291.904000,-73.2497864
42420434.176000,-72.8154755
42767576.448000,-72.2980576
43114718.720000,-72.0047302
43461860.992000,-71.3903656
43809003.264000,-70.1959
44156145.536000,-68.7163086
44503287.808000,-67.6404343
44850430.080000,-66.7430725
45197572.352000,-64.8105469
45544714.624000,-63.5070648
45891856.896000,-61.7845154
46238999.168000,-59.1792107
46586141.440000,-56.5207024
46933283.712000,-53.1198235
47280425.984000,-51.4425964
47627568.256000,-52.2578545
47974710.528000,-55.1946602
48321852.800000,-58.0435944
48668995.072000,-60.4694099
49016137.344000,-62.5836792
49363279.616000,-64.0456924
49710421.888000,-65.0939789
50057564.160000,-67.0055466
50404706.432000,-67.4009628
50751848.704000,-68.0842361
51098990.976000,-68.9939194
51446133.248000,-69.7459869
51793275.520000,-69.8606949
52140417.792000,-70.4331436
52487560.064000,-70.2817535
52834702.336000,-70.3861084
53181844.608000,-70.740036
53528986.880000,-71.1490936
53876129.152000,-70.4476089
54223271.424000,-70.830719
54570413.696000,-70.470047
54917555.968000,-71.5935974
55264698.240000,-70.9103241
55611840.512000,-70.9322891
55958982.784000,-70.2844772
56306125.056000,-71.1063309
56653267.328000,-70.4848938
57000409.600000,-70.5647659
57347551.872000,-70.1678238
57694694.144000,-70.3547974
58041836.416000,-69.967804
58388978.688000,-70.2304153
58736120.960000,-69.7793427
59083263.232000,-69.5437012
59430405.504000,-69.5979614
59777547.776000,-69.3892822
60124690.048000,-69.322876
60471832.320000,-68.9931793
60818974.592000,-69.4425354
61166116.864000,-68.4652176
61513259.136000,-68.6483688
61860401.408000,-68.6137466
62207543.680000,-68.654953
62554685.952000,-67.901268
62901828.224000,-67.5911102
63248970.496000,-67.6167908
63596112.768000,-67.8324051
63943255.040000,-67.3151016
64290397.312000,-66.8170013
64637539.584000,-66.1877975
64984681.856000,-66.2202606
65331824.128000,-65.9419174
65678966.400000,-65.3895035
66026108.672000,-65.0187836
66373250.944000,-64.3361282
66720393.216000,-63.5048447
67067535.488000,-62.6637383
67414677.760000,-61.6901093
67761820.032000,-61.0034332
68108962.304000,-59.8105659
68456104.576000,-59.9175339
68803246.848000,-61.0976143
69150389.120000,-64.2431564
69497531.392000,-66.7437363
