Frequency_Hz,Amplitude
39643296.000000,-74.7708206
39990438.272000,-74.7485428
40337580.544000,-74.9349365
40684722.816000,-73.7787476
41031865.088000,-75.2478867
41379007.360000,-74.5063553
41726149.632000,-74.4450302
42073291.904000,-73.1264191
42420434.176000,-72.39431
42767576.448000,-72.064209
43114718.720000,-71.5169754
43461860.992000,-71.3014908
43809003.264000,-69.6845169
44156145.536000,-69.2200851
44503287.808000,-67.5726242
44850430.080000,-66.9254303
45197572.352000,-65.4455338
45544714.624000,-63.4140091
45891856.896000,-61.668499
46238999.168000,-59.2893219
46586141.440000,-56.4820595
46933283.712000,-52.9075699
47280425.984000,-51.4375153
47627568.256000,-52.1127701
47974710.528000,-54.9933128
48321852.800000,-58.0328751
48668995.072000,-60.6304283
49016137.344000,-62.6024742
49363279.616000,-64.0617752
49710421.888000,-65.6309662
50057564.160000,-66.6298523
50404706.432000,-67.5615158
50751848.704000,-68.0834122
51098990.976000,-69.3465347
51446133.248000,-70.4015579
51793275.520000,-69.8882523
52140417.792000,-70.3717194
52487560.064000,-70.7260971
52834702.336000,-70.7440948
53181844.608000,-70.7853317
53528986.880000,-70.8840637
53876129.152000,-71.5144196
54223271.424000,-70.7807693
54570413.696000,-71.6807022
54917555.968000,-70.8297501
55264698.240000,-70.7412415
55611840.512000,-70.8809128
55958982.784000,-70.789566
56306125.056000,-70.5706558
56653267.328000,-70.8672485
57000409.600000,-70.1691055
57347551.872000,-70.51474
57694694.144000,-70.6932907
58041836.416000,-70.4671097
58388978.688000,-70.4355392
58736120.960000,-69.9703522
59083263.232000,-69.7026749
59430405.504000,-69.6741867
59777547.776000,-69.8723679
60124690.048000,-69.1641846
60471832.320000,-69.1948853
60818974.592000,-69.4030457
61166116.864000,-69.4793472
61513259.136000,-68.5516663
61860401.408000,-68.339653
62207543.680000,-68.5139389
62554685.952000,-68.4438477
62901828.224000,-67.6851425
63248970.496000,-68.1244049
63596112.768000,-66.8724442
63943255.040000,-67.1648788
64290397.312000,-66.8372345
64637539.584000,-66.5342941
64984681.856000,-66.1544495
65331824.128000,-65.7969818
65678966.400000,-65.475708
66026108.672000,-64.8158112
66373250.944000,-64.284874
66720393.216000,-63.3807716
67067535.488000,-63.0401764
67414677.760000,-61.9174881
67761820.032000,-60.7585869
68108962.304000,-60.0610695
68456104.576000,-59.9728622
68803246.848000,-61.5669098
69150389.120000,-64.033905
69497531.392000,-67.446312
69844673.664000,-70.3973618
70191815.936000,-73.5741882
70538958.208000,-75.3620987
70886100.480000,-75.1195602
71233242.752000,-74.4405212
71580385.024000,-73.8358612
71927527.296000,-72.8636551
72274669.568000,-72.1934052
72621811.840000,-72.2761002
72968954.112000,-71.2419052
73316096.384000,-70.7203598
73663238.656000,-71.2356415
74010380.928000,-70.4376984
74357523.200000,-70.2233124
74704665.472000,-69.6794891
75051807.744000,-69.4647293
75398950.016000,-69.462616
75746092.288000,-69.3473511
76093234.560000,-68.7723083
76440376.832000,-69.3466415
76787519.104000,-68.1952591
77134661.376000,-69.114769
77481803.648000,-69.1302261
77828945.920000,-69.1010132
