Frequency_Hz,Amplitude
39643296.000000,-75.3272095
39990438.272000,-75.4643555
40337580.544000,-74.145195
40684722.816000,-75.0214767
41031865.088000,-74.2750626
41379007.360000,-74.700943
41726149.632000,-74.2620239
42073291.904000,-74.089325
42420434.176000,-73.9211349
42767576.448000,-72.7402725
43114718.720000,-72.0091553
43461860.992000,-70.6692123
43809003.264000,-70.6078796
44156145.536000,-69.0786591
44503287.808000,-67.5610275
44850430.080000,-66.1946487
45197572.352000,-65.1521301
45544714.624000,-63.4142876
45891856.896000,-61.4168472
46238999.168000,-59.5933266
46586141.440000,-56.5048294
46933283.712000,-53.0714302
47280425.984000,-51.4277
47627568.256000,-52.1360397
47974710.528000,-55.0782166
48321852.800000,-58.1146202
48668995.072000,-60.5382385
49016137.344000,-62.5682907
49363279.616000,-63.8560905
49710421.888000,-65.0690384
50057564.160000,-66.389061
50404706.432000,-67.6247711
50751848.704000,-68.3705368
51098990.976000,-69.3493271
51446133.248000,-69.9485321
51793275.520000,-69.7855301
52140417.792000,-70.1910324
52487560.064000,-71.0643387
52834702.336000,-70.2243347
53181844.608000,-71.1626282
53528986.880000,-70.8243637
53876129.152000,-71.061264
54223271.424000,-70.5813904
54570413.696000,-71.1643143
54917555.968000,-71.1430206
55264698.240000,-70.4794769
55611840.512000,-70.9556122
55958982.784000,-71.06707
56306125.056000,-70.2814713
56653267.328000,-70.4296417
57000409.600000,-70.7970734
57347551.872000,-70.716156
57694694.144000,-70.3230438
58041836.416000,-69.5166016
58388978.688000,-70.3976822
58736120.960000,-69.7848434
59083263.232000,-69.9897766
59430405.504000,-69.0869827
59777547.776000,-68.7652512
60124690.048000,-69.4602585
60471832.320000,-69.6793518
60818974.592000,-68.460495
61166116.864000,-68.8327713
61513259.136000,-68.3491821
61860401.408000,-68.5726929
62207543.680000,-68.5170975
62554685.952000,-68.0134811
62901828.224000,-67.396431
63248970.496000,-67.9161148
63596112.768000,-67.3483505
63943255.040000,-67.1857529
64290397.312000,-66.8481979
64637539.584000,-66.148819
64984681.856000,-66.2883911
65331824.128000,-65.925621
65678966.400000,-65.1133347
66026108.672000,-64.829155
66373250.944000,-63.7522278
66720393.216000,-63.7677994
67067535.488000,-62.7750664
67414677.760000,-62.1447487
67761820.032000,-60.7907982
68108962.304000,-59.9025993
68456104.576000,-59.7410316
