Frequency_Hz,Amplitude
39643296.000000,-75.4927521
39990438.272000,-74.8484421
40337580.544000,-75.2521057
40684722.816000,-74.4210892
41031865.088000,-73.3909378
41379007.360000,-73.8708267
41726149.632000,-74.1650238
42073291.904000,-73.3793182
42420434.176000,-72.3741226
42767576.448000,-72.4602661
43114718.720000,-72.013298
43461860.992000,-70.4628143
43809003.264000,-71.1720886
44156145.536000,-68.2566147
44503287.808000,-67.7003174
44850430.080000,-66.7433777
45197572.352000,-65.5277939
45544714.624000,-63.5839577
45891856.896000,-61.371067
46238999.168000,-59.2371101
46586141.440000,-56.2580109
46933283.712000,-53.0407448
47280425.984000,-51.3684387
47627568.256000,-52.1237907
47974710.528000,-55.1132545
48321852.800000,-58.1990356
48668995.072000,-60.5387077
49016137.344000,-62.8984375
49363279.616000,-64.14048
49710421.888000,-65.4436493
50057564.160000,-66.6633759
50404706.432000,-67.2627411
50751848.704000,-68.229538
51098990.976000,-69.5180817
51446133.248000,-69.7145767
51793275.520000,-69.8744736
52140417.792000,-70.4399643
52487560.064000,-70.1917419
52834702.336000,-71.3787766
53181844.608000,-71.2598724
53528986.880000,-71.0725021
53876129.152000,-71.7132874
54223271.424000,-70.4343719
54570413.696000,-70.4111938
54917555.968000,-70.6060028
55264698.240000,-70.7066193
55611840.512000,-70.6119919
55958982.784000,-70.8455734
56306125.056000,-70.2720337
56653267.328000,-70.5612946
57000409.600000,-69.641922
57347551.872000,-69.9432678
57694694.144000,-70.5736694
58041836.416000,-69.9123306
58388978.688000,-70.2088699
58736120.960000,-70.3483582
59083263.232000,-70.0924454
59430405.504000,-70.0243835
59777547.776000,-69.7607117
60124690.048000,-69.5659714
60471832.320000,-69.9313049
60818974.592000,-69.3377457
61166116.864000,-69.6008224
61513259.136000,-68.951416
61860401.408000,-68.5640182
62207543.680000,-68.4049377
62554685.952000,-67.6283646
62901828.224000,-67.9894867
63248970.496000,-67.8717728
63596112.768000,-67.3078766
63943255.040000,-67.6114044
64290397.312000,-67.6023102
64637539.584000,-66.7876053
64984681.856000,-66.4983902
65331824.128000,-65.5236816
65678966.400000,-65.4162064
66026108.672000,-65.0153885
66373250.944000,-64.3029709
66720393.216000,-63.391468
67067535.488000,-62.8165131
67414677.760000,-61.673439
67761820.032000,-60.6757889
68108962.304000,-60.071022
68456104.576000,-59.7639008
68803246.848000,-61.0823135
69150389.120000,-64.3411179
69497531.392000,-67.2194672
69844673.664000,-71.0045853
70191815.936000,-73.5663223
70538958.208000,-74.3678055
70886100.480000,-74.3384476
71233242.752000,-73.9742966
71580385.024000,-73.9048157
71927527.296000,-73.4602814
72274669.568000,-72.6272507
72621811.840000,-71.743187
72968954.112000,-71.9266739
73316096.384000,-70.6937637
73663238.656000,-71.1718216
74010380.928000,-71.1029968
74357523.200000,-69.4745941
74704665.472000,-69.5562668
75051807.744000,-69.8972168
75398950.016000,-69.6735611
75746092.288000,-69.3364258
76093234.560000,-69.2567215
76440376.832000,-69.4452438
76787519.104000,-69.1132736
77134661.376000,-69.2817307
77481803.648000,-68.7814941
77828945.920000,-69.2454605
78176088.192000,-68.3368225
78523230.464000,-68.8246307
78870372.736000,-68.9409485
79217515.008000,-69.26828
79564657.280000,-69.3207932
79911799.552000,-69.3676758
80258941.824000,-68.619339
80606084.096000,-69.0624084
80953226.368000,-68.7005463
81300368.640000,-69.1106415
81647510.912000,-68.8088303
81994653.184000,-69.5432663
82341795.456000,-68.6895905
82688937.728000,-68.6744385
83036080.000000,-68.7525787
83383222.272000,-69.2098694
83730364.544000,-68.9743042
84077506.816000,-67.8981934
84424649.088000,-68.3381348
84771791.360000,-68.1790771
85118933.632000,-67.6826553
85466075.904000,-67.2215424
85813218.176000,-67.3268661
86160360.448000,-66.5997543
86507502.720000,-66.9053879
86854644.992000,-66.1011963
87201787.264000,-65.9534454
87548929.536000,-65.1120529
87896071.808000,-64.8043671
88243214.080000,-64.4046173
88590356.352000,-63.9879265
88937498.624000,-63.5642166
89284640.896000,-63.1423836
89631783.168000,-63.0353928
89978925.440000,-63.1852646
90326067.712000,-63.2470932
90673209.984000,-63.3087425
91020352.256000,-63.3948517
91367494.528000,-63.8364334
91714636.800000,-64.0016327
92061779.072000,-64.2404404
92408921.344000,-64.4321365
92756063.616000,-64.7337341
93103205.888000,-64.7035446
93450348.160000,-64.615448
93797490.432000,-65.2347641
94144632.704000,-66.0362854
94491774.976000,-65.8507156
94838917.248000,-66.1496964
95186059.520000,-66.9785843
95533201.792000,-67.7565689
95880344.064000,-67.8344955
96227486.336000,-68.7731857
96574628.608000,-68.32724
96921770.880000,-68.0427475
97268913.152000,-68.723053
97616055.424000,-68.6577759
97963197.696000,-69.0016861
98310339.968000,-69.0591507
98657482.240000,-68.7209702
99004624.512000,-68.3005524
99351766.784000,-68.2236252
99698909.056000,-67.7303009
100046051.328000,-67.5882645
100393193.600000,-67.9526596
100740335.872000,-67.8696136
101087478.144000,-67.1597214
101434620.416000,-66.7602539
101781762.688000,-66.8047256
102128904.960000,-66.093956
102476047.232000,-65.8464279
102823189.504000,-65.5404739
103170331.776000,-65.6132889
103517474.048000,-64.3703232
103864616.320000,-63.9958839
104211758.592000,-62.950016
104558900.864000,-62.1482277
104906043.136000,-61.1060791
105253185.408000,-59.9193115
105600327.680000,-58.7461014
105947469.952000,-57.4086494
106294612.224000,-56.4287491
106641754.496000,-55.0070152
106988896.768000,-53.9650764
107336039.040000,-52.9598808
107683181.312000,-52.0845604
108030323.584000,-51.5346565
108377465.856000,-51.3358345
108724608.128000,-51.1486664
109071750.400000,-51.15662
109418892.672000,-51.3457985
109766034.944000,-51.5350533
110113177.216000,-51.8976746
110460319.488000,-52.1301041
110807461.760000,-52.4070282
111154604.032000,-52.7017975
111501746.304000,-52.870388
111848888.576000,-53.0945206
112196030.848000,-53.4020386
112543173.120000,-53.6378632
112890315.392000,-53.7956963
113237457.664000,-53.9163589
113584599.936000,-54.2002869
113931742.208000,-54.2910423
114278884.480000,-54.5658417
114626026.752000,-54.7311211
114973169.024000,-54.9129829
115320311.296000,-54.9521523
115667453.568000,-55.3203049
116014595.840000,-55.4706154
116361738.112000,-55.7367401
116708880.384000,-55.7568626
117056022.656000,-56.0283165
117403164.928000,-56.1235046
117750307.200000,-56.108284
118097449.472000,-56.4836464
118444591.744000,-56.2737961
118791734.016000,-56.6436729
119138876.288000,-56.7356796
119486018.560000,-56.8651733
119833160.832000,-57.0840378
120180303.104000,-57.3785019
120527445.376000,-57.5058708
120874587.648000,-57.6749687
121221729.920000,-58.2212334
121568872.192000,-58.3933754
121916014.464000,-58.9296684
122263156.736000,-59.2357559
122610299.008000,-59.9134407
122957441.280000,-60.3521461
123304583.552000,-60.7218208
123651725.824000,-61.097744
123998868.096000,-61.4492874
124346010.368000,-61.8271141
124693152.640000,-61.784771
125040294.912000,-59.8438797
125387437.184000,-61.7607803
125734579.456000,-62.6010857
126081721.728000,-62.4322319
126428864.000000,-62.5245895
126776006.272000,-62.4350281
127123148.544000,-62.5124321
127470290.816000,-62.038681
127817433.088000,-61.9607124
128164575.360000,-61.6358528
128511717.632000,-61.5647011
128858859.904000,-61.4633064
129206002.176000,-61.185585
129553144.448000,-61.118145
129900286.720000,-60.9896545
130247428.992000,-60.833477
130594571.264000,-60.5311279
130941713.536000,-60.5107613
131288855.808000,-60.4734192
131635998.080000,-60.6124039
131983140.352000,-60.7539062
132330282.624000,-61.5624619
132677424.896000,-61.6220856
133024567.168000,-62.0480537
133371709.440000,-62.3432121
133718851.712000,-63.0172539
134065993.984000,-63.8543282
134413136.256000,-64.1290054
134760278.528000,-64.6461029
135107420.800000,-65.49543
135454563.072000,-65.8870621
135801705.344000,-66.2940292
136148847.616000,-66.6319504
136495989.888000,-66.2670441
136843132.160000,-67.0299683
137190274.432000,-66.8136368
137537416.704000,-67.2958221
137884558.976000,-66.9802856
138231701.248000,-66.9070663
138578843.520000,-67.3422699
138925985.792000,-67.1073456
139273128.064000,-67.0234375
139620270.336000,-66.565239
139967412.608000,-66.9001236
140314554.880000,-66.5178146
140661697.152000,-66.0544891
141008839.424000,-65.5739594
141355981.696000,-65.6168594
141703123.968000,-65.4881744
142050266.240000,-65.0214844
142397408.512000,-64.8187103
142744550.784000,-64.7531891
143091693.056000,-64.5681076
143438835.328000,-64.5502014
143785977.600000,-64.6484299
144133119.872000,-64.5105972
144480262.144000,-64.9203873
144827404.416000,-64.3948135
145174546.688000,-64.7373581
145521688.960000,-65.0617523
145868831.232000,-65.0526276
146215973.504000,-65.8778839
146563115.776000,-65.8128128
146910258.048000,-66.4112778
147257400.320000,-66.8410873
147604542.592000,-66.6016846
147951684.864000,-66.682045
148298827.136000,-67.8167725
148645969.408000,-67.3708496
148993111.680000,-67.9650421
149340253.952000,-68.7278442
149687396.224000,-68.5124283
150034538.496000,-67.021225
150381680.768000,-68.7452087
150728823.040000,-69.8810425
151075965.312000,-70.3943405
151423107.584000,-71.0180969
151770249.856000,-72.2330551
152117392.128000,-71.5861969
152464534.400000,-72.6997986
152811676.672000,-72.7944946
153158818.944000,-72.6575394
153505961.216000,-73.8258743
153853103.488000,-74.0516281
154200245.760000,-74.5059967
154547388.032000,-74.6358032
154894530.304000,-74.9467545
155241672.576000,-74.1225357
155588814.848000,-74.7660446
155935957.120000,-73.7179031
156283099.392000,-74.7832184
156630241.664000,-73.7356644
156977383.936000,-73.62117
157324526.208000,-73.6662216
157671668.480000,-73.2996674
158018810.752000,-73.4418869
158365953.024000,-72.8157349
158713095.296000,-73.1356888
159060237.568000,-72.4795761
159407379.840000,-72.1076736
159754522.112000,-71.7550049
160101664.384000,-70.9918823
160448806.656000,-70.9700394
160795948.928000,-70.599411
161143091.200000,-70.1154404
161490233.472000,-69.4421692
161837375.744000,-68.9949951
162184518.016000,-70.0063019
162531660.288000,-69.343132
162878802.560000,-68.969574
163225944.832000,-69.107193
163573087.104000,-68.0320816
163920229.376000,-68.1351166
164267371.648000,-67.7539139
164614513.920000,-67.7695847
164961656.192000,-67.6048737
165308798.464000,-67.504631
165655940.736000,-67.196434
166003083.008000,-66.9812469
166350225.280000,-66.767189
166697367.552000,-66.729332
167044509.824000,-66.1308746
167391652.096000,-65.8057785
167738794.368000,-65.7123642
168085936.640000,-65.4063568
168433078.912000,-64.9360809
168780221.184000,-64.9066315
169127363.456000,-64.6849976
169474505.728000,-64.4892502
169821648.000000,-64.4823227
170168790.272000,-63.68927
170515932.544000,-63.2595444
170863074.816000,-62.8756142
171210217.088000,-62.8411903
171557359.360000,-62.5592537
171904501.632000,-62.1489716
172251643.904000,-61.7949753
172598786.176000,-61.3488426
172945928.448000,-60.8893509
173293070.720000,-60.535717
173640212.992000,-60.2957954
173987355.264000,-60.0454865
174334497.536000,-59.6685295
174681639.808000,-59.1812859
175028782.080000,-59.013031
175375924.352000,-58.7206001
175723066.624000,-58.2146149
176070208.896000,-58.0538521
176417351.168000,-57.8159676
176764493.440000,-57.4759407
177111635.712000,-57.2760048
177458777.984000,-57.0952721
177805920.256000,-56.9680481
178153062.528000,-56.9586945
178500204.800000,-56.6789856
178847347.072000,-56.4579697
179194489.344000,-56.4412079
179541631.616000,-56.2288857
179888773.888000,-56.3384552
180235916.160000,-56.2623138
180583058.432000,-56.2961311
180930200.704000,-56.0987396
181277342.976000,-56.3098412
181624485.248000,-56.2398033
181971627.520000,-56.2508926
182318769.792000,-56.1786385
182665912.064000,-56.2830009
183013054.336000,-56.3943329
183360196.608000,-56.3950386
183707338.880000,-56.5019951
184054481.152000,-56.6636963
184401623.424000,-56.5975189
184748765.696000,-56.7886505
185095907.968000,-56.9870644
185443050.240000,-57.1171379
185790192.512000,-57.2225151
186137334.784000,-57.3574982
186484477.056000,-57.6574821
186831619.328000,-57.814579
187178761.600000,-58.0260811
187525903.872000,-58.3226509
187873046.144000,-58.4785461
188220188.416000,-58.9308167
188567330.688000,-59.1729927
188914472.960000,-59.3356285
189261615.232000,-59.5382347
189608757.504000,-59.7241325
189955899.776000,-60.2736473
190303042.048000,-60.052887
190650184.320000,-60.4215393
190997326.592000,-59.8206711
191344468.864000,-60.1627388
191691611.136000,-59.8982506
192038753.408000,-59.6625023
192385895.680000,-59.3199577
192733037.952000,-58.8849831
193080180.224000,-58.3708916
193427322.496000,-57.7237854
193774464.768000,-57.34478
194121607.040000,-56.7319374
194468749.312000,-55.9632988
194815891.584000,-55.2829361
195163033.856000,-54.4199257
195510176.128000,-53.7370834
195857318.400000,-53.1028671
196204460.672000,-52.287365
196551602.944000,-51.3925896
196898745.216000,-50.6447372
197245887.488000,-49.8612175
197593029.760000,-48.9758873
197940172.032000,-48.0939903
198287314.304000,-47.3262367
198634456.576000,-46.6999054
198981598.848000,-46.1162758
199328741.120000,-45.627861
199675883.392000,-45.2617378
200023025.664000,-44.9887047
200370167.936000,-44.8451004
200717310.208000,-44.7953796
201064452.480000,-44.8569374
201411594.752000,-44.9143257
201758737.024000,-45.015049
202105879.296000,-45.2298813
202453021.568000,-45.4708443
202800163.840000,-45.5600433
203147306.112000,-45.7332382
203494448.384000,-45.89748
203841590.656000,-46.0244751
204188732.928000,-46.1937981
204535875.200000,-46.3338661
204883017.472000,-46.4966927
205230159.744000,-46.6362076
205577302.016000,-46.6799049
205924444.288000,-46.9070435
206271586.560000,-46.9995155
206618728.832000,-47.0652657
206965871.104000,-47.2025146
207313013.376000,-47.3237228
207660155.648000,-47.4590797
208007297.920000,-47.5132751
208354440.192000,-47.6902351
208701582.464000,-47.9061699
209048724.736000,-47.9861298
209395867.008000,-48.1438675
209743009.280000,-48.3223495
210090151.552000,-48.562355
210437293.824000,-48.6750336
210784436.096000,-48.8343811
211131578.368000,-49.0814934
211478720.640000,-49.2972298
211825862.912000,-49.4535751
212173005.184000,-49.7432671
212520147.456000,-49.938324
212867289.728000,-50.2020302
213214432.000000,-50.3454018
213561574.272000,-50.6769409
213908716.544000,-50.8789635
214255858.816000,-51.1113434
214603001.088000,-51.4263344
214950143.360000,-51.7558784
215297285.632000,-52.0658264
215644427.904000,-52.2919617
215991570.176000,-52.6078339
216338712.448000,-52.8885651
216685854.720000,-53.2609177
217032996.992000,-53.6594124
217380139.264000,-53.9360886
217727281.536000,-54.5305328
218074423.808000,-54.8282318
218421566.080000,-55.4065018
218768708.352000,-56.1070671
219115850.624000,-56.541832
219462992.896000,-57.1763268
219810135.168000,-57.9028664
220157277.440000,-58.4641113
220504419.712000,-58.8317375
220851561.984000,-59.4071999
221198704.256000,-59.1591835
221545846.528000,-58.7838974
221892988.800000,-57.7440033
222240131.072000,-56.6017418
222587273.344000,-55.5137329
222934415.616000,-54.283432
223281557.888000,-53.0702438
223628700.160000,-52.1793861
223975842.432000,-50.9353256
224322984.704000,-50.2955704
224670126.976000,-49.3926735
225017269.248000,-48.6425133
225364411.520000,-47.9196739
225711553.792000,-47.3885956
226058696.064000,-46.7276955
226405838.336000,-46.2629929
226752980.608000,-45.7614632
227100122.880000,-45.2975616
227447265.152000,-44.9159546
227794407.424000,-44.487114
228141549.696000,-44.1633148
228488691.968000,-43.7994003
228835834.240000,-43.5242462
229182976.512000,-43.1276398
229530118.784000,-42.8649788
229877261.056000,-42.6348915
230224403.328000,-42.3265228
230571545.600000,-42.0624466
230918687.872000,-41.8536949
231265830.144000,-41.663311
231612972.416000,-41.3843346
231960114.688000,-41.1933174
232307256.960000,-41.010025
232654399.232000,-40.805275
233001541.504000,-40.6289597
233348683.776000,-40.4970474
233695826.048000,-40.4021606
234042968.320000,-40.2433739
234390110.592000,-40.1523438
234737252.864000,-40.0907364
235084395.136000,-40.0247993
235431537.408000,-39.9077148
235778679.680000,-39.9056931
236125821.952000,-39.9212418
236472964.224000,-39.9136238
236820106.496000,-39.8995323
237167248.768000,-39.9802551
237514391.040000,-40.0387421
237861533.312000,-40.0776749
238208675.584000,-40.1845589
238555817.856000,-40.2579803
238902960.128000,-40.4108429
239250102.400000,-40.5065994
239597244.672000,-40.6867599
239944386.944000,-40.8750648
240291529.216000,-41.0462341
240638671.488000,-41.2464523
240985813.760000,-41.4933205
241332956.032000,-41.7811966
241680098.304000,-41.9806786
242027240.576000,-42.2817802
242374382.848000,-42.595932
242721525.120000,-42.8898315
243068667.392000,-43.2269478
243415809.664000,-43.5628128
243762951.936000,-43.9822731
244110094.208000,-44.3369522
244457236.480000,-44.7250748
244804378.752000,-45.221653
245151521.024000,-45.6721573
245498663.296000,-46.1443863
245845805.568000,-46.6222115
246192947.840000,-47.1501465
246540090.112000,-47.644249
246887232.384000,-48.1871719
247234374.656000,-48.7010536
247581516.928000,-49.397686
247928659.200000,-49.8861656
248275801.472000,-50.4652748
248622943.744000,-51.207756
248970086.016000,-51.6933098
249317228.288000,-52.4509964
249664370.560000,-52.9927177
250011512.832000,-53.4775696
250358655.104000,-54.3727074
250705797.376000,-55.0213852
251052939.648000,-55.8163414
251400081.920000,-56.5117683
251747224.192000,-57.2306404
252094366.464000,-58.0789948
252441508.736000,-58.7168846
252788651.008000,-59.7588844
253135793.280000,-60.1765594
253482935.552000,-61.1813087
253830077.824000,-61.4815178
254177220.096000,-61.5746346
254524362.368000,-61.5638351
254871504.640000,-60.9728317
255218646.912000,-60.1777153
255565789.184000,-59.1813469
255912931.456000,-58.6037064
256260073.728000,-57.5162201
256607216.000000,-56.3563423
256954358.272000,-55.5763931
257301500.544000,-54.625988
257648642.816000,-53.6171379
257995785.088000,-52.7062492
258342927.360000,-51.7410583
258690069.632000,-50.9785919
259037211.904000,-50.0796776
259384354.176000,-49.3105469
259731496.448000,-48.6492958
260078638.720000,-47.8472252
260425780.992000,-47.0835152
260772923.264000,-46.4915237
261120065.536000,-45.8578949
261467207.808000,-45.2611847
261814350.080000,-44.6485367
262161492.352000,-44.0857887
262508634.624000,-43.5680084
262855776.896000,-43.0417366
263202919.168000,-42.5999222
263550061.440000,-42.2888374
263897203.712000,-41.8403091
264244345.984000,-41.5420799
264591488.256000,-41.2742043
264938630.528000,-41.041584
265285772.800000,-40.7504425
265632915.072000,-40.5988045
265980057.344000,-40.4746437
266327199.616000,-40.3947372
266674341.888000,-40.2693825
267021484.160000,-40.1889877
267368626.432000,-40.2053108
267715768.704000,-40.1259003
268062910.976000,-40.1177864
268410053.248000,-40.1083603
268757195.520000,-40.1494446
269104337.792000,-40.1581802
269451480.064000,-40.196312
269798622.336000,-40.2446442
270145764.608000,-40.3036995
270492906.880000,-40.3444252
270840049.152000,-40.4164734
271187191.424000,-40.5122032
271534333.696000,-40.5644875
271881475.968000,-40.6581497
272228618.240000,-40.7561836
272575760.512000,-40.8997917
272922902.784000,-40.9414711
273270045.056000,-41.040802
273617187.328000,-41.1771851
273964329.600000,-41.3024521
274311471.872000,-41.409153
274658614.144000,-41.537075
275005756.416000,-41.6384697
275352898.688000,-41.8277893
275700040.960000,-41.9921532
276047183.232000,-42.1324501
276394325.504000,-42.2870369
276741467.776000,-42.419548
277088610.048000,-42.6511536
277435752.320000,-42.8570366
277782894.592000,-43.0231552
278130036.864000,-43.205925
278477179.136000,-43.4399223
278824321.408000,-43.6802483
279171463.680000,-43.9069176
279518605.952000,-44.1717606
279865748.224000,-44.4756737
280212890.496000,-44.7795639
280560032.768000,-45.0143929
280907175.040000,-45.3571129
281254317.312000,-45.6890717
281601459.584000,-45.9818954
281948601.856000,-46.3245087
282295744.128000,-46.6016884
282642886.400000,-47.0082207
282990028.672000,-47.3156013
283337170.944000,-47.7058601
283684313.216000,-48.0761719
284031455.488000,-48.3838387
284378597.760000,-48.7402496
284725740.032000,-49.0457039
285072882.304000,-49.473362
285420024.576000,-49.7566109
285767166.848000,-50.0990791
286114309.120000,-50.4837189
286461451.392000,-50.7437019
286808593.664000,-51.0104561
287155735.936000,-51.3421135
287502878.208000,-51.5909538
287850020.480000,-51.831356
288197162.752000,-52.1200714
288544305.024000,-52.2531776
